source,E_MeV,sigma_mb,d_sigma_mb,coverage_frac
p_d_inel_1,5.5,34.0,1.7,1.000
p_d_inel_1,6.5,65.0,10.0,1.000
p_d_inel_1,7.32,88.0,9.0,1.000
p_d_inel_1,8.26,110.0,10.0,1.000
p_d_inel_1,9.0,110.0,6.0,1.000
p_d_inel_1,10.2,140.0,15.0,1.000
p_d_inel_1,14.1,180.0,7.0,1.000
p_d_inel_1,77.0,84.0,10.0,1.000
p_d_inel_1,95.0,67.0,9.0,1.000
p_d_inel_1,135.0,62.2,3.0,1.000
