input_file,reaction,type,method,E_lab_MeV,Q_MeV,sigma_tot_mb,products
p_3H_pnn_p_285.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,285.0,-8.4817960913874,2105866631.6029103,n;p
p_3H_pnn_p_290.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,290.0,-8.4817960913874,2033910463.206741,n;p
p_3H_pnn_p_295.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,295.0,-8.4817960913874,1965542534.458781,n;p
p_3H_pnn_p_30.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,30.0,-8.4817960913874,190061877583.63168,n;p
p_3H_pnn_p_300.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,300.0,-8.4817960913874,1900571472.5774248,n;p
p_3H_pnn_p_305.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,305.0,-8.4817960913874,1838758061.5901432,n;p
p_3H_pnn_p_310.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,310.0,-8.4817960913874,1779910928.7172868,n;p
p_3H_pnn_p_315.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,315.0,-8.4817960913874,1723838701.1753967,n;p
p_3H_pnn_p_320.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,320.0,-8.4817960913874,1670397849.3834577,n;p
p_3H_pnn_p_325.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,325.0,-8.4817960913874,1619397000.5599544,n;p
p_3H_pnn_p_330.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,330.0,-8.4817960913874,1570692625.110453,n;p
p_3H_pnn_p_335.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,335.0,-8.4817960913874,1524141193.4708161,n;p
p_3H_pnn_p_340.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,340.0,-8.4817960913874,1479647019.2399526,n;p
p_3H_pnn_p_345.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,345.0,-8.4817960913874,1437066572.8349884,n;p
p_3H_pnn_p_35.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,35.0,-8.4817960913874,139635149910.5362,n;p
p_3H_pnn_p_350.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,350.0,-8.4817960913874,1396304167.8640027,n;p
p_3H_pnn_p_355.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,355.0,-8.4817960913874,1357264117.936997,n;p
p_3H_pnn_p_360.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,360.0,-8.4817960913874,1319802893.4730313,n;p
p_3H_pnn_p_365.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,365.0,-8.4817960913874,1283920494.4659247,n;p
p_3H_pnn_p_370.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,370.0,-8.4817960913874,1249425548.1399765,n;p
p_3H_pnn_p_375.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,375.0,-8.4817960913874,1216365897.6857007,n;p
p_3H_pnn_p_380.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,380.0,-8.4817960913874,1184550170.3293216,n;p
p_3H_pnn_p_385.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,385.0,-8.4817960913874,1153978366.068505,n;p
p_3H_pnn_p_390.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,390.0,-8.4817960913874,1124554798.4793565,n;p
p_3H_pnn_p_395.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,395.0,-8.4817960913874,1096279467.5973175,n;p
p_3H_pnn_p_40.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,40.0,-8.4817960913874,106910404436.42929,n;p
p_3H_pnn_p_400.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,400.0,-8.4817960913874,1069056687.0550494,n;p
p_3H_pnn_p_45.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,45.0,-8.4817960913874,84471945915.87485,n;p
p_3H_pnn_p_5.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,5.0,-8.4817960913874,6842055340013.597,n;p
p_3H_pnn_p_50.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,50.0,-8.4817960913874,68420553947.655655,n;p
p_3H_pnn_p_55.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,55.0,-8.4817960913874,56545872916.55565,n;p
p_3H_pnn_p_60.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,60.0,-8.4817960913874,47514991406.307594,n;p
p_3H_pnn_p_65.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,65.0,-8.4817960913874,40486347614.142975,n;p
p_3H_pnn_p_70.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,70.0,-8.4817960913874,34908787931.34886,n;p
p_3H_pnn_p_75.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,75.0,-8.4817960913874,30409613867.131462,n;p
p_3H_pnn_p_80.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,80.0,-8.4817960913874,26727123143.564827,n;p
p_3H_pnn_p_85.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,85.0,-8.4817960913874,23675205731.19969,n;p
p_3H_pnn_p_90.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,90.0,-8.4817960913874,21117986955.669254,n;p
p_3H_pnn_p_95.0MeV.out,p_t_pnn_p,multi_body,multibody_flat,95.0,-8.4817960913874,18953082379.137962,n;p
