theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,223460000000000.0,1.0
1.0,2195200.0,0.98234
2.0,132240.0,0.94671
3.0,25251.0,0.91488
4.0,7984.266449,0.91396
5.0,3499.500836,0.97755
6.0,1977.911235,1.145
7.0,1362.41872,1.4603
8.0,1078.067846,1.9697
9.0,930.462937,2.7207
10.0,844.374697,3.7595
11.0,787.632977,5.129
12.0,745.407432,6.8667
13.0,710.468566,9.0032
14.0,679.153021,11.56
15.0,649.565653,14.549
16.0,620.728505,17.97
17.0,592.156935,21.81
18.0,563.639071,26.046
19.0,535.116589,30.641
20.0,506.61803,35.545
21.0,478.220335,40.698
22.0,450.026016,46.031
23.0,422.149255,51.464
24.0,394.707223,56.912
25.0,367.814571,62.286
26.0,341.579862,67.493
27.0,316.103273,72.441
28.0,291.475113,77.04
29.0,267.774924,81.205
30.0,245.07098,84.858
31.0,223.420095,87.929
32.0,202.867658,90.361
33.0,183.447849,92.108
34.0,165.184005,93.138
35.0,148.089098,93.434
36.0,132.166311,92.996
37.0,117.409687,91.839
38.0,103.804837,89.991
39.0,91.329694,87.5
40.0,79.955288,84.425
41.0,69.646546,80.838
42.0,60.363092,76.825
43.0,52.060041,72.481
44.0,44.688782,67.907
45.0,38.197732,63.214
46.0,32.533062,58.513
47.0,27.639391,53.919
48.0,23.460427,49.546
49.0,19.939574,45.503
50.0,17.020484,41.897
51.0,14.647555,38.826
52.0,12.766384,36.379
53.0,11.324165,34.636
54.0,10.270026,33.665
55.0,9.555328,33.518
56.0,9.133901,34.238
57.0,8.962243,35.85
58.0,8.999663,38.364
59.0,9.208385,41.779
60.0,9.553615,46.075
61.0,10.003564,51.221
62.0,10.529444,57.171
63.0,11.105428,63.869
64.0,11.708586,71.246
65.0,12.318796,79.223
66.0,12.918638,87.714
67.0,13.493263,96.625
68.0,14.030259,105.86
69.0,14.519497,115.31
70.0,14.95297,124.88
71.0,15.324634,134.47
72.0,15.630233,143.96
73.0,15.867136,153.27
74.0,16.034163,162.3
75.0,16.131423,170.95
76.0,16.16015,179.16
77.0,16.122547,186.83
78.0,16.021637,193.91
79.0,15.861121,200.35
80.0,15.645241,206.1
81.0,15.378658,211.11
82.0,15.066335,215.38
83.0,14.713432,218.87
84.0,14.325205,221.6
85.0,13.906924,223.55
86.0,13.463795,224.76
87.0,13.000888,225.24
88.0,12.523086,225.02
89.0,12.035028,224.14
90.0,11.541074,222.64
91.0,11.045268,220.58
92.0,10.551315,218.0
93.0,10.062565,214.97
94.0,9.581995,211.53
95.0,9.112212,207.76
96.0,8.655447,203.7
97.0,8.213566,199.42
98.0,7.788074,194.97
99.0,7.380133,190.4
100.0,6.990579,185.76
101.0,6.61994,181.09
102.0,6.268462,176.44
103.0,5.936131,171.83
104.0,5.622699,167.3
105.0,5.327716,162.86
106.0,5.050551,158.54
107.0,4.790426,154.35
108.0,4.546441,150.29
109.0,4.317603,146.35
110.0,4.102852,142.55
111.0,3.901091,138.86
112.0,3.711204,135.28
113.0,3.532087,131.79
114.0,3.362662,128.37
115.0,3.201904,125.01
116.0,3.048853,121.68
117.0,2.902633,118.38
118.0,2.762465,115.07
119.0,2.627678,111.76
120.0,2.497716,108.41
121.0,2.372148,105.04
122.0,2.25067,101.63
123.0,2.133107,98.18
124.0,2.019414,94.707
125.0,1.909673,91.22
126.0,1.80409,87.74
127.0,1.702986,84.293
128.0,1.606792,80.913
129.0,1.516039,77.639
130.0,1.431346,74.518
131.0,1.353407,71.604
132.0,1.282983,68.954
133.0,1.220881,66.632
134.0,1.167946,64.706
135.0,1.125038,63.248
136.0,1.093025,62.332
137.0,1.072763,62.034
138.0,1.065079,62.432
139.0,1.070759,63.6
140.0,1.090534,65.614
141.0,1.12506,68.545
142.0,1.174914,72.461
143.0,1.240573,77.422
144.0,1.322409,83.485
145.0,1.420674,90.696
146.0,1.535495,99.095
147.0,1.666867,108.71
148.0,1.814645,119.56
149.0,1.978539,131.64
150.0,2.158116,144.97
151.0,2.352794,159.5
152.0,2.561846,175.22
153.0,2.784402,192.08
154.0,3.019451,210.01
155.0,3.265849,228.95
156.0,3.522326,248.81
157.0,3.787491,269.49
158.0,4.059847,290.88
159.0,4.337801,312.86
160.0,4.619672,335.3
161.0,4.903713,358.06
162.0,5.188116,380.98
163.0,5.471034,403.92
164.0,5.750595,426.72
165.0,6.024916,449.2
166.0,6.292123,471.21
167.0,6.550366,492.58
168.0,6.797833,513.15
169.0,7.032772,532.75
170.0,7.253503,551.24
171.0,7.458433,568.46
172.0,7.646074,584.28
173.0,7.815053,598.56
174.0,7.964127,611.18
175.0,8.092196,622.05
176.0,8.198307,631.08
177.0,8.281673,638.17
178.0,8.341669,643.29
179.0,8.377847,646.37
179.99,8.389936,647.4
