# Reference: (J,NP/A,96,513,1967) in German
E,sigma,d_sigma
0.023,1.3e-05,3e-06
0.025,2.4e-05,5e-06
0.03,8.999999999999999e-05,2e-05
0.035,0.00026000000000000003,5e-05
0.04,0.00066,0.0001
0.045,0.0013000000000000002,0.0002
0.05,0.0024,0.0003
