# Reference: (J,PR,100,32,1955)
E,sigma
5.926,2.581
6.543,66.61
7.16,145.5
7.753,112.1
8.37,112.1
8.963,104.3
9.58,95.92
10.173,94.92
10.815,86.43
11.407,79.52
11.975,74.7
12.617,64.56
13.21,63.23
13.802,62.57
14.395,60.65
15.037,58.17
15.63,53.52
16.247,49.24
16.84,46.25
17.457,43.91
18.049,41.25
18.667,38.75
19.284,39.15
19.877,37.95
20.469,35.65
