# Reference: (J,AE,7,377,195910)
E,sigma,d_sigma
1.28,5.313,0.3338
2.811,20.77,0.3338
4.437,110.9,25.33
5.434,173.1,20.26
6.17,104.9,15.19
9.019,42.13,15.19
12.1,26.22,11.39
