# Reference: (J,PM,46,824,1955)
E,sigma
73.5,0.00092
78.6,0.00054
79.0,0.00171
87.4,0.0021
95.9,0.0052
108.0,0.01
112.9,0.0265
121.7,0.0313
125.1,0.0471
135.6,0.068
147.9,0.084
161.8,0.176
175.7,0.325
191.5,0.51
