# Reference: (J,AE,7,377,195910)
E,sigma,d_sigma
1.4435,3.153,
2.3985,19.2389,
3.2869,40.2093,8.1572
4.5246,104.8083,8.9596
5.4567,106.6877,9.0931
6.2856,93.7226,4.6802
7.0852,92.659,3.3437
8.435,73.5466,3.878
9.4883,69.8104,6.1513
10.3416,66.4738,8.4246
11.2897,56.5854,4.8142
12.4383,43.8903,6.4189
13.5169,45.9045,4.4129
14.4779,37.8883,4.413
15.666,27.0657,4.4129
16.4372,33.4904,5.0814
17.3038,30.4214,4.5469
18.265,21.6029,3.7444
19.011,21.6087,3.8781
