# Reference: (J,NP/A,326,47,1979)
E,sigma,d_sigma
0.125,5.31,0.82
0.175,15.61,2.21
0.225,24.61,3.25
0.275,40.52,5.53
0.325,53.35,6.81
0.375,67.74,6.07
0.4,79.64,6.57
0.5,84.52,5.81
0.55,92.73,8.78
0.6,97.67,8.06
0.7,106.8,11.13
