# Reference: (J,NP,64,55,1965)
E,sigma
13.8,37.2
13.6,40.6
13.3,43.1
12.8,45.4
12.4,56.0
11.9,72.2
11.4,72.5
11.0,70.3
10.6,66.1
10.0,62.7
9.2,79.9
