# Reference: (J,PR/C,61,015802,200001)
E,sigma,d_sigma
0.040,0.0005643,3.896e-05
0.045,0.001202,8.351e-05
0.050,0.002274,0.0001589
0.055,0.003928,0.000276
0.060,0.006319,0.0004463
0.065,0.009602,0.0006815
0.070,0.01393,0.0009931
0.075,0.01944,0.001392
0.080,0.02627,0.00189
0.085,0.03454,0.002495
0.090,0.04436,0.003217
0.095,0.05584,0.004064
0.100,0.06905,0.005044
