# Reference: (J,NP,15,411,1960)
E,sigma,d_sigma
0.602,49.6,
0.654,92.4,
0.702,144.0,
0.75,176.0,0.015
0.782,174.0,
0.804,172.0,
0.854,155.0,
0.902,136.0,
0.928,134.0,
0.952,136.0,
1.0,155.0,
1.03,159.0,
1.06,151.0,
1.1,131.0,
1.15,135.0,
1.21,139.0,
1.31,154.0,
1.4,173.0,
1.51,189.0,
