# Reference: (J,PR/C,40,35,1989)
E,sigma
5.2,109.0
6.6,224.0
8.2,130.0
9.2,77.0
12.1,34.0
15.1,23.0
18.2,24.0
21.2,24.0
22.7,15.0
25.5,12.0
27.8,14.0
30.6,8.2
