# Reference: (J,NIM/B,50,19,1990)
E,sigma,d_sigma
0.84594,7.0846,
1.158,17.046,
1.5524,26.931,
1.7485,32.66,
1.8959,52.245,
2.0366,66.719,
2.3053,134.93,15.6
3.0429,219.17,21.329
3.5589,236.8,28.273
4.0381,266.64,31.786
4.57,260.01,
5.0423,233.72,36.021
5.5361,227.99,32.457
6.0303,224.68,24.265
6.5419,210.34,
7.0339,192.96,
