# Reference: (J,RCA,12,(2),75,1969) in German; E = E_avg
E,sigma
0.55,30.0
0.65,60.0
0.75,72.0
0.85,97.0
0.95,104.0
1.05,130.0
1.15,150.0
1.25,170.0
1.35,150.0
1.45,170.0
1.55,240.0
1.65,210.0
1.75,220.0
1.85,240.0
1.95,270.0
2.05,260.0
2.15,250.0
2.30,270.0
2.50,250.0
2.70,260.0
2.90,210.0
3.10,220.0
