# Reference: (J,IZV,44,(9),1983,1980)
E,sigma,d_sigma
1.28,105.8,5.9
1.72,92.0,5.2
2.26,97.0,4.0
2.73,90.1,3.4
3.25,92.1,3.5
3.78,86.4,3.3
4.29,74.9,2.9
4.81,69.6,2.6
5.32,67.3,2.6
6.34,63.6,2.5
6.85,59.2,2.5
7.36,57.1,2.3
7.87,55.8,2.3
8.38,53.6,2.5
8.91,50.6,2.5
9.42,43.5,2.3
9.94,47.2,2.1
10.49,45.7,1.6
10.92,46.5,2.1
11.49,44.4,1.6
11.93,41.4,1.6
