# Reference: (J,JPR,23,1000,1962)
E,sigma,d_sigma
36.5,22.9,3.0
44.4,36.9,3.0
47.6,27.4,2.1
53.5,23.6,2.8
62.6,16.8,2.2
70.5,14.8,1.9
73.5,18.2,1.6
95.0,10.6,1.8
103.0,8.7,1.8
115.0,14.3,2.3
131.0,5.45,1.6
134.0,8.5,2.2
152.0,4.47,1.2
