# Reference: (J,BCJ,39,(12),2685,196612)
E,sigma
3.81,0.5
4.19,1.6
4.45,4.0
4.8,13.0
5.12,16.0
5.38,25.0
5.8,32.0
5.96,50.0
6.22,77.0
6.51,76.0
6.7,109.0
7.01,135.0
7.16,167.0
7.49,176.0
7.59,164.0
8.0,127.0
8.02,113.0
8.42,63.0
8.49,79.0
8.95,52.0
9.58,70.0
10.09,58.0
10.59,70.0
11.13,97.0
11.65,74.0
12.18,75.0
12.8,80.0
13.41,95.0
13.96,92.0
