# Reference: (J,PR,104,1402,1956)
E,sigma
0.64,126.0
0.74,133.0
0.94,138.0
1.05,133.0
1.17,137.0
1.29,154.0
1.41,164.0
1.52,197.0
1.64,234.0
1.76,262.0
1.87,272.0
1.98,258.0
2.1,215.0
2.22,205.0
2.33,196.0
2.45,185.0
2.56,187.0
2.68,174.0
2.79,179.0
2.91,168.0
