# Reference: (J,JPR,23,371,1962) In French
E,sigma,d_sigma
34.9,9.19,0.56
38.0,10.99,0.5
40.0,12.99,0.69
41.7,18.69,0.72
47.6,19.94,0.63
50.5,22.75,0.88
52.6,21.71,0.66
59.5,21.11,0.66
61.0,21.76,1.0
62.8,20.71,0.94
73.1,18.34,0.97
79.5,17.53,0.81
80.7,17.15,0.78
99.3,15.33,0.72
100.9,14.98,0.72
118.7,12.88,0.91
121.0,12.78,0.82
150.0,10.5,0.5
150.1,10.16,0.5
150.2,10.72,0.44
154.9,10.79,0.41
155.0,10.17,0.47
