# Reference: (P,AERE-PR/NP-18,37,1972)
E,sigma,d_sigma
1.01,122.7,7.5
1.2,120.8,10.4
1.4,166.9,10.5
1.6,254.9,8.9
1.8,280.0,11.9
1.99,185.2,9.0
2.21,198.4,5.9
2.4,201.0,22.5
