# Reference: (J,RPC,190,109759,2022)
E,sigma,d_sigma
16.4,70.0,5.0
15.8,81.0,7.0
15.1,96.0,8.0
14.4,99.0,9.0
13.7,123.0,9.0
13.0,108.0,8.0
12.2,102.0,8.0
11.3,96.0,7.0
10.5,117.0,9.0
9.5,86.0,7.0
8.5,84.0,7.0
7.3,175.0,14.0
6.0,103.0,8.0
4.3,14.4,1.3
