# Reference: (J,EPJ/A,27,(S1),221,2006)
E,sigma
0.027,5e-10
0.122,2.6
0.204,61.0
0.292,190.0
0.388,280.0
0.473,270.0
0.569,350.0
0.647,430.0
0.749,480.0
0.832,460.0
0.921,340.0
