# Reference: (J,YK,,(2/56),55,1984)
E,sigma,d_sigma
2.93,139.0,9.3
3.48,128.0,10.0
3.94,114.0,8.2
4.49,108.0,6.3
4.99,101.0,7.3
5.49,94.9,5.7
5.97,88.8,7.0
6.49,80.1,6.4
6.98,69.8,6.5
7.49,64.6,6.6
7.99,69.0,5.2
8.5,65.7,5.2
8.99,73.2,5.7
9.49,56.7,7.2
9.99,63.4,5.1
10.49,57.5,10.5
10.99,60.0,6.7
