# Reference: (J,RCA,24,65,1977)
E,sigma
0.6,2.8
0.64,4.9
0.64,3.9
1.04,11.0
1.29,23.0
1.4,24.0
1.49,25.0
1.57,30.0
1.9,47.0
2.08,69.0
2.35,105.0
2.44,125.0
2.48,152.0
2.48,136.0
2.67,181.0
2.67,170.0
2.75,195.0
2.84,221.0
3.16,207.0
3.5,197.0
3.61,213.0
3.61,207.0
3.71,189.0
4.11,215.0
4.35,208.0
4.72,202.0
5.16,197.0
5.66,210.0
6.4,120.0
10.7,103.0
14.35,71.0
