# Reference: (J,VAT/I,,(8/16),17,1990)
E,sigma,d_sigma
13.5,90.0,16.0
17.4,40.0,7.0
22.2,26.0,5.0
26.5,23.0,5.1
30.8,18.0,3.1
35.0,19.0,3.3
42.0,18.0,3.4
46.2,14.0,2.5
51.8,12.0,2.0
56.6,10.0,1.9
61.4,8.4,1.5
66.4,7.9,1.5
71.8,8.1,1.4
79.9,8.0,1.5
84.9,6.8,1.3
88.7,6.6,1.3
94.7,6.9,1.3
99.0,6.6,1.2
103.0,7.5,1.4
