# Reference: (J,PPS/A,64,902,1951)
E,sigma,d_sigma
30.325,0.203,
33.998,2.476,
36.566,6.425,0.276
41.435,11.737,0.513
47.107,13.204,0.513
57.449,14.618,0.809
68.186,13.231,0.493
72.402,12.841,0.532
84.234,11.83,0.415
113.231,11.452,0.395
142.546,11.134,0.454
152.206,11.087,0.493
156.0,11.0,1.3
