# Reference: (J,RCA,38,57,1985)
E,sigma
17.66,1.8
18.69,6.3
19.7,11.8
20.7,16.9
21.72,17.1
22.73,17.0
23.73,16.5
25.75,16.3
26.76,16.9
27.78,18.2
28.78,17.3
29.78,14.7
