# Reference: (J,RCA,26,21,1979)
E,sigma
2.3,47.0
2.3,34.0
3.2,24.0
3.35,89.0
4.31,298.0
4.59,208.0
4.86,171.0
5.13,697.0
5.25,571.0
5.31,617.0
5.31,580.0
5.67,410.0
5.72,188.0
6.2,381.0
6.36,199.0
6.43,367.0
6.45,356.0
6.85,245.0
7.0,162.0
7.0,156.0
7.52,224.0
8.04,174.0
9.08,114.0
9.08,112.0
10.11,147.0
10.63,133.0
11.14,116.0
11.65,162.0
11.65,158.0
11.65,134.0
11.65,111.0
12.16,103.0
13.18,89.0
13.69,43.0
14.71,41.0
