# Reference: (J,NP/A,953,139,2016)
E,sigma,d_sigma
18.6,34.42,1.98
18.6,33.17,1.91
21.4,31.86,1.83
21.5,28.09,1.61
24.1,28.8,1.65
26.7,22.64,1.3
29.6,22.18,1.27
31.7,18.3,1.05
31.8,20.15,1.16
34.3,18.81,1.08
34.7,19.98,1.15
36.7,16.65,0.96
