# Reference: (J,ZP/A,301,353,1981)
E,sigma,d_sigma
10.87,282.0,31.0
10.98,276.0,33.0
11.88,214.0,26.0
12.85,160.0,38.0
13.99,198.0,25.0
15.0,145.0,20.0
15.94,135.0,20.0
16.92,92.0,16.0
17.74,106.0,13.0
17.9,126.0,16.0
19.03,68.4,9.0
20.06,93.1,14.0
20.61,49.4,6.0
21.7,35.5,5.0
22.79,43.5,6.0
23.6,38.8,5.0
24.81,38.8,5.0
26.02,33.0,4.0
27.12,32.0,4.0
27.5,30.7,4.0
