# Reference: (J,AE,2,171,1957)
E,sigma
 0.400,7.2497
 1.052,28.2689
 1.775,63.1458
 2.229,95.3583
 2.871,166.3758
 3.354,226.3504
 3.913,324.2513
 4.314,319.4538
 4.762,325.7460
 5.121,333.9273
 5.521,419.8596
 5.909,363.2217
 6.318,304.7230
 6.600,271.2750
 7.018,245.1765
 7.372,232.0662
 7.705,228.2225
 7.983,175.3344
 8.291,160.3915
 8.711,142.6244
 8.954,134.1897
 9.220,125.7455
 9.665,121.8549
 9.930,111.5593
 10.151,99.4310
 10.461,91.8939
 10.750,85.2918
 11.150,79.5684
