# Reference: (J,NP/A,1016,122310,2021)
E,sigma,d_sigma
12.76,47.3,5.1
14.05,44.0,4.7
15.25,40.2,4.3
16.09,36.8,3.9
16.39,36.1,3.8
17.46,37.9,4.1
18.48,35.4,3.8
19.19,32.4,3.5
21.98,30.5,3.3
24.52,25.0,2.7
27.62,26.8,2.9
29.85,24.3,2.7
31.96,22.6,2.4
33.96,21.7,2.3
