# Reference: (J,NSE,71,280,197909)
E,sigma,d_sigma
0.3,28.6,1.1
0.42,55.3,2.2
0.52,80.8,3.2
0.62,100.3,4.0
0.73,99.9,4.1
0.83,100.7,3.8
0.93,100.4,3.8
