# Reference: (J,EPJ/A,56,179,2020)
E,sigma,d_sigma
2.0,0.00017999999999999998,8.999999999999999e-05
2.0,0.0015600000000000002,0.00027
2.0,0.00027,8e-05
2.0,8.999999999999999e-05,4e-05
2.0,0.00025,7.000000000000001e-05
2.0,0.00013000000000000002,5e-05
2.64,0.0024,0.0007
2.64,0.0013000000000000002,0.0004
2.64,0.00059,0.00017999999999999998
2.64,0.00015,7.000000000000001e-05
2.64,0.00026000000000000003,0.00011
2.64,0.00071,0.00019
