# Reference: (J,PR,51,620,1937)
E,sigma
1.76,9.4
2.16,19.1
2.51,28.0
2.88,37.7
3.28,39.7
3.69,32.4
3.95,31.9
4.26,24.6
4.55,21.6
4.82,14.8
