# Reference: (J,PR,123,598,1961)
E,sigma,d_sigma
5.057,136.098,14.615
6.46,196.875,19.799
6.865,227.981,22.162
7.52,123.284,12.258
8.068,160.986,15.561
8.685,176.997,18.861
8.872,145.871,14.148
9.342,101.533,10.373
10.119,43.511,5.661
10.996,50.083,5.66
11.398,38.282,5.188
12.132,36.371,4.245
13.34,33.501,5.657
