# Reference: (J,NP/A,195,527,1972)
E,sigma,d_sigma
0.06,0.00141,4e-05
0.08,0.0162,0.0013
0.1,0.051,0.0085
0.1,0.0609,0.0069
0.12,0.148,0.017
0.12,0.202,0.017
0.14,0.332,0.038
0.14,0.32,0.038
0.16,0.56,0.088
0.16,0.744,0.096
0.18,0.882,0.125
0.18,1.277,0.164
