# Reference: (J,NP/A,330,495,1979) error descript.; data on figs.
E,sigma,d_sigma
0.1,0.76,0.07
0.12,1.3,0.17
0.14,2.23,0.23
0.16,3.81,0.43
0.18,6.49,0.55
