# Reference: (J,NP,43,424,1963)
E,sigma,d_sigma
1.975,186.8,10.0
2.121,166.0,9.3
2.281,155.9,7.8
2.443,150.7,7.8
2.604,146.3,7.1
2.779,141.8,6.4
2.947,135.9,5.7
3.039,140.8,9.3
3.137,133.6,5.7
3.228,133.5,6.4
3.319,132.7,6.4
3.417,127.6,6.4
3.523,125.4,5.7
3.614,123.1,7.8
3.712,123.0,5.7
3.818,131.5,6.4
3.915,119.3,7.8
4.014,116.3,5.0
4.119,116.2,6.4
4.231,107.5,7.1
4.343,103.1,6.4
4.56,96.5,6.4
4.784,89.1,5.7
5.022,78.2,5.7
