# Reference: (J,RCA,80,59,1998)
E,sigma
3.78,213.0
4.52,163.0
5.17,222.0
5.77,148.0
6.34,225.0
6.86,172.0
7.41,
8.03,
8.18,
8.6,
8.94,
9.22,
9.7,
10.8,
11.21,
11.95,
12.31,
