# Reference: (J,NP,44,205,1963)
E,sigma
3.0,20.5
3.04,19.9
3.09,19.2
3.13,18.6
3.18,18.0
3.22,17.3
3.28,16.4
3.33,15.6
3.38,14.8
3.41,13.9
3.47,13.1
3.51,12.2
3.56,11.3
3.59,10.7
3.64,9.9
3.67,9.2
3.72,8.4
3.77,7.6
3.8,7.0
3.85,6.3
3.89,5.6
3.96,4.9
4.0,4.4
4.04,3.9
4.11,3.3
4.17,2.9
4.23,2.5
4.3,1.9
4.4,1.5
4.5,1.1
4.59,0.8
4.67,0.5
4.75,0.3
4.81,0.2
4.87,0.4
4.92,0.6
4.98,0.9
5.01,1.4
5.07,1.8
5.11,2.2
5.14,2.7
5.21,3.3
5.24,3.8
5.3,4.2
5.33,4.6
5.38,5.1
5.41,5.5
5.45,5.9
5.47,6.2
5.49,6.6
