# Reference: (T,Poenitz,2010) plus letter from Dr.Ralf Nolte,
E,sigma,d_sigma
5.56,140.5,4.9
5.62,120.2,4.9
5.66,103.9,3.9
5.82,134.4,3.9
6.62,148.3,4.0
6.69,151.9,4.1
7.57,169.7,13.0
7.59,179.2,13.6
8.7,59.9,4.5
