# Reference: (J,NP,64,55,1965)
E,sigma
13.8,31.1
13.6,36.3
13.3,36.3
12.8,41.1
12.4,48.2
11.9,58.0
11.4,57.0
11.0,57.4
10.6,54.7
10.0,61.5
9.2,70.4
