# Reference: (J,JPJ,16,129,1961)
E,sigma
21.0,1.4
22.2,2.9
24.6,23.0
25.1,29.0
27.6,65.0
27.7,59.0
30.0,120.0
32.2,197.0
34.2,175.0
36.3,223.0
39.5,226.0
