# Reference: (J,NP/A,98,25,1967)
E,sigma,d_sigma
4.7,379.0,38.0
5.73,457.0,46.0
6.17,463.0,46.0
6.45,491.0,47.0
7.1,569.0,57.0
9.74,641.0,64.0
10.4,715.0,78.0
10.7,734.0,75.0
11.7,787.0,80.0
12.5,778.0,79.0
