# Reference: (J,PL,2,306,62)
E,sigma
15.0,3.0
16.0,1.0
25.0,26.0
26.0,10.0
27.0,33.0
28.0,47.0
32.0,57.0
35.0,67.0
38.0,69.0
45.0,68.0
52.0,65.0
61.0,72.0
70.0,73.0
79.0,65.0
88.0,65.0
110.0,60.0
120.0,53.0
131.0,47.0
146.0,40.0
