# Reference: (J,NP/A,286,523,1977)
E,sigma,d_sigma
6.7,0.649,0.026
6.81,1.54,0.072
6.92,3.15,0.13
7.02,4.62,0.17
7.13,5.65,0.22
7.24,8.17,0.3
7.34,12.1,0.43
7.46,11.0,0.36
7.57,16.5,0.59
7.67,24.3,0.88
7.72,23.4,0.85
7.78,18.5,0.59
7.82,16.9,0.67
7.88,50.7,19.0
7.94,114.0,4.5
7.99,139.0,4.5
8.04,87.8,3.2
8.09,59.0,6.7
8.2,37.7,4.9
8.31,38.6,1.8
8.42,48.2,2.2
8.52,45.2,1.8
8.63,58.2,8.1
8.73,43.0,4.9
8.84,16.8,1.1
8.96,19.7,0.85
9.05,8.11,0.52
9.16,6.03,0.56
9.27,7.77,0.53
