theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,872790000000.0,0.9999
1.0,3492.209127,0.40006
2.0,1147.799995,2.1035
3.0,1599.97531,14.84
4.0,1650.86727,48.378
5.0,1519.138412,108.64
6.0,1310.354948,194.2
7.0,1077.430963,295.63
8.0,850.347696,397.73
9.0,646.220993,483.74
10.0,473.533534,539.75
11.0,334.691319,557.95
12.0,228.037273,537.77
13.0,149.538805,485.12
14.0,94.125512,410.15
15.0,56.641077,324.77
16.0,32.42547,240.31
17.0,17.592907,165.88
18.0,9.094865,107.59
19.0,4.655605,68.245
20.0,2.649565,47.59
21.0,1.966304,42.839
22.0,1.887231,49.417
23.0,1.982781,61.88
24.0,2.029715,74.922
25.0,1.944738,84.307
26.0,1.730775,87.549
27.0,1.434093,84.135
28.0,1.112229,75.258
29.0,0.813268,63.138
30.0,0.566173,50.187
31.0,0.380269,38.313
32.0,0.250494,28.563
33.0,0.164609,21.158
34.0,0.109333,15.781
35.0,0.073896,11.936
36.0,0.051044,9.1945
37.0,0.036448,7.2985
38.0,0.027595,6.1243
39.0,0.02286,5.6067
40.0,0.020958,5.6653
41.0,0.020711,6.1539
42.0,0.020986,6.8374
43.0,0.020781,7.4068
44.0,0.019401,7.5472
45.0,0.016646,7.052
46.0,0.012877,5.9291
47.0,0.008866,4.4279
48.0,0.005447,2.9446
49.0,0.003149,1.8399
50.0,0.002014,1.2694
51.0,0.001666,1.1308
52.0,0.001592,1.1611
53.0,0.001422,1.1133
54.0,0.001067,0.89576
55.0,0.000651,0.58439
56.0,0.000335,0.32104
57.0,0.000184,0.18869
58.0,0.000149,0.16295
59.0,0.000143,0.16557
60.0,0.000128,0.15777
61.0,0.000138,0.18135
62.0,0.000221,0.30777
63.0,0.000369,0.54327
64.0,0.000503,0.78344
65.0,0.000529,0.87145
66.0,0.000415,0.72217
67.0,0.000223,0.40847
68.0,6.6123e-05,0.12772
69.0,3.0526e-05,0.062064
70.0,0.000112,0.23859
71.0,0.000224,0.5039
72.0,0.000272,0.6402
73.0,0.000216,0.53462
74.0,0.000103,0.26654
75.0,1.5091e-05,0.040942
76.0,7.2895e-06,0.020688
77.0,6.5682e-05,0.19485
78.0,0.000127,0.3924
79.0,0.000133,0.43052
80.0,8.1086e-05,0.27344
81.0,1.8955e-05,0.066614
82.0,3.7713e-06,0.013801
83.0,5.2079e-05,0.19832
84.0,0.000126,0.50064
85.0,0.000167,0.68771
86.0,0.000142,0.6054
87.0,7.0835e-05,0.31416
88.0,1.0793e-05,0.049644
89.0,7.0419e-06,0.033573
90.0,5.8368e-05,0.28825
91.0,0.00012,0.61114
92.0,0.000139,0.7371
93.0,0.000102,0.55858
94.0,3.9062e-05,0.22076
95.0,1.2445e-06,0.007264
96.0,1.7561e-05,0.1058
97.0,7.1919e-05,0.44702
98.0,0.000118,0.75482
99.0,0.000117,0.77277
100.0,7.0778e-05,0.48147
101.0,1.7587e-05,0.12316
102.0,8.3869e-07,0.0060432
103.0,3.3178e-05,0.24586
104.0,8.6755e-05,0.66081
105.0,0.000117,0.91409
106.0,9.8646e-05,0.79274
107.0,4.756e-05,0.39229
108.0,5.6573e-06,0.047873
109.0,6.952e-06,0.060327
110.0,4.9573e-05,0.44092
111.0,9.7747e-05,0.89071
112.0,0.000112,1.041
113.0,7.9736e-05,0.76161
114.0,2.8683e-05,0.28032
115.0,4.2433e-07,0.0042411
116.0,1.7961e-05,0.18352
117.0,6.6477e-05,0.69405
118.0,0.000106,1.1274
119.0,0.000103,1.1244
120.0,6.1182e-05,0.67983
121.0,1.4238e-05,0.1614
122.0,1.2237e-06,0.014145
123.0,3.2917e-05,0.38786
124.0,8.3161e-05,0.99842
125.0,0.00011,1.3499
126.0,9.1965e-05,1.145
127.0,4.3043e-05,0.54542
128.0,4.307e-06,0.055523
129.0,8.4733e-06,0.11109
130.0,5.3068e-05,0.70729
131.0,0.000102,1.3819
132.0,0.000115,1.5845
133.0,8.1378e-05,1.137
134.0,2.8359e-05,0.40221
135.0,2.028e-07,0.0029187
136.0,2.1093e-05,0.30793
137.0,7.4842e-05,1.1079
138.0,0.000118,1.7644
139.0,0.000114,1.7295
140.0,6.598e-05,1.0163
141.0,1.4e-05,0.21836
142.0,2.4227e-06,0.03825
143.0,4.3587e-05,0.69637
144.0,0.000106,1.7148
145.0,0.00014,2.2803
146.0,0.000116,1.9139
147.0,5.378e-05,0.8979
148.0,4.9731e-06,0.083878
149.0,1.2099e-05,0.20609
150.0,7.2691e-05,1.25
151.0,0.000139,2.4156
152.0,0.000157,2.7464
153.0,0.00011,1.9368
154.0,3.6152e-05,0.64371
155.0,2.9669e-08,0.00053246
156.0,3.7886e-05,0.68509
157.0,0.000126,2.2983
158.0,0.000197,3.6092
159.0,0.000191,3.5325
160.0,0.000112,2.0734
161.0,2.3136e-05,0.43247
162.0,5.2562e-06,0.098812
163.0,8.4787e-05,1.6025
164.0,0.000208,3.9514
165.0,0.000278,5.3089
166.0,0.000234,4.4812
167.0,0.000106,2.0484
168.0,6.7538e-06,0.13051
169.0,4.0986e-05,0.79483
170.0,0.000218,4.2509
171.0,0.000427,8.3225
172.0,0.000504,9.8609
173.0,0.000372,7.2887
174.0,0.000124,2.427
175.0,1.4321e-06,0.028183
176.0,0.000251,4.9484
177.0,0.000945,18.646
178.0,0.001894,37.395
179.0,0.002717,53.673
179.99,0.003043,60.113
