theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,5720400000000.0,0.99998
1.0,49958.0,0.87328
2.0,3309.053627,0.92534
3.0,1653.414317,2.3401
4.0,1555.06459,6.9535
5.0,1566.596175,17.094
6.0,1564.273889,35.374
7.0,1539.332282,64.448
8.0,1495.872753,106.76
9.0,1438.465638,164.3
10.0,1370.764469,238.41
11.0,1295.626536,329.57
12.0,1215.351232,437.34
13.0,1131.849758,560.27
14.0,1046.748058,695.98
15.0,961.445839,841.19
16.0,877.149648,991.91
17.0,794.891529,1143.6
18.0,715.540282,1291.6
19.0,639.809505,1431.1
20.0,568.264813,1557.4
21.0,501.331567,1666.6
22.0,439.303746,1755.2
23.0,382.354167,1820.8
24.0,330.545973,1861.8
25.0,283.845154,1877.6
26.0,242.133767,1868.9
27.0,205.223476,1837.1
28.0,172.869038,1784.8
29.0,144.781392,1715.1
30.0,120.640032,1631.7
31.0,100.104415,1539.0
32.0,82.824229,1441.1
33.0,68.448367,1342.5
34.0,56.632564,1247.3
35.0,47.045665,1159.5
36.0,39.374573,1082.2
37.0,33.327934,1018.3
38.0,28.638672,969.83
39.0,25.065493,938.07
40.0,22.393491,923.64
41.0,20.434,926.47
42.0,19.023831,945.78
43.0,18.024019,980.23
44.0,17.318221,1028.0
45.0,16.810856,1086.7
46.0,16.425095,1154.0
47.0,16.100786,1226.9
48.0,15.79237,1302.8
49.0,15.466851,1378.8
50.0,15.10187,1452.1
51.0,14.683888,1520.4
52.0,14.206526,1581.4
53.0,13.669065,1633.1
54.0,13.0751,1674.2
55.0,12.431373,1703.4
56.0,11.746761,1720.0
57.0,11.031419,1723.7
58.0,10.296074,1714.5
59.0,9.551452,1692.8
60.0,8.807829,1659.3
61.0,8.074697,1615.0
62.0,7.36052,1561.1
63.0,6.672588,1499.0
64.0,6.01693,1430.2
65.0,5.398302,1356.1
66.0,4.820211,1278.4
67.0,4.284987,1198.6
68.0,3.793875,1118.2
69.0,3.347157,1038.4
70.0,2.944275,960.55
71.0,2.583966,885.68
72.0,2.264391,814.71
73.0,1.983267,748.35
74.0,1.737979,687.18
75.0,1.525696,631.59
76.0,1.343458,581.79
77.0,1.188266,537.88
78.0,1.057148,499.8
79.0,0.947216,467.38
80.0,0.855713,440.33
81.0,0.780047,418.29
82.0,0.717814,400.83
83.0,0.666815,387.47
84.0,0.625066,377.7
85.0,0.590798,370.98
86.0,0.562458,366.77
87.0,0.538698,364.56
88.0,0.518369,363.83
89.0,0.500507,364.11
90.0,0.484319,364.96
91.0,0.469167,365.99
92.0,0.45455,366.85
93.0,0.440093,367.26
94.0,0.425523,366.95
95.0,0.410661,365.75
96.0,0.3954,363.5
97.0,0.379696,360.11
98.0,0.363552,355.52
99.0,0.34701,349.7
100.0,0.330137,342.68
101.0,0.313022,334.48
102.0,0.295763,325.18
103.0,0.278467,314.87
104.0,0.261242,303.63
105.0,0.244197,291.6
106.0,0.227434,278.89
107.0,0.211053,265.63
108.0,0.195145,251.98
109.0,0.179794,238.06
110.0,0.165074,224.03
111.0,0.151051,210.03
112.0,0.137782,196.18
113.0,0.12531,182.64
114.0,0.113671,169.51
115.0,0.102887,156.91
116.0,0.092968,144.94
117.0,0.083916,133.69
118.0,0.075719,123.21
119.0,0.068353,113.56
120.0,0.061788,104.76
121.0,0.05598,96.827
122.0,0.050882,89.746
123.0,0.046437,83.49
124.0,0.042586,78.016
125.0,0.039267,73.269
126.0,0.036416,69.182
127.0,0.033972,65.685
128.0,0.031876,62.702
129.0,0.030073,60.159
130.0,0.028513,57.986
131.0,0.027154,56.118
132.0,0.025959,54.499
133.0,0.024899,53.082
134.0,0.023949,51.829
135.0,0.023093,50.713
136.0,0.022317,49.713
137.0,0.021611,48.816
138.0,0.020969,48.013
139.0,0.020385,47.297
140.0,0.019854,46.663
141.0,0.019372,46.104
142.0,0.018932,45.608
143.0,0.018527,45.165
144.0,0.01815,44.758
145.0,0.017793,44.371
146.0,0.017448,43.986
147.0,0.017109,43.586
148.0,0.01677,43.16
149.0,0.016428,42.698
150.0,0.016083,42.202
151.0,0.015738,41.677
152.0,0.015399,41.142
153.0,0.015075,40.621
154.0,0.014777,40.148
155.0,0.01452,39.763
156.0,0.01432,39.512
157.0,0.014191,39.441
158.0,0.014149,39.599
159.0,0.014208,40.029
160.0,0.014381,40.772
161.0,0.014676,41.859
162.0,0.015099,43.313
163.0,0.015654,45.145
164.0,0.016338,47.356
165.0,0.017145,49.932
166.0,0.018065,52.847
167.0,0.019085,56.06
168.0,0.020185,59.521
169.0,0.021346,63.166
170.0,0.022543,66.922
171.0,0.023749,70.706
172.0,0.024935,74.43
173.0,0.026072,78.002
174.0,0.027131,81.331
175.0,0.028083,84.327
176.0,0.028902,86.906
177.0,0.029566,88.995
178.0,0.030054,90.534
179.0,0.030353,91.476
179.99,0.030453,91.793
