source,E_MeV,sigma_mb,d_sigma_mb,coverage_frac
p_ddp_n_1,50.0,34.0,4.0,1.000
p_ddp_n_1,100.0,28.0,3.0,1.000
p_ddp_n_1,200.0,22.0,3.0,1.000
p_ddp_n_1,400.0,18.0,2.0,1.000
p_ddp_n_1,800.0,16.0,2.0,1.000
p_ddp_n_1,1000.0,15.0,2.0,1.000
