theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,11674000000000.0,0.99998
1.0,100480.0,0.8606
2.0,5248.775455,0.7192
3.0,1854.630055,1.2862
4.0,1656.619711,3.6297
5.0,1694.018912,9.0575
6.0,1711.338826,18.963
7.0,1689.315859,34.656
8.0,1635.578878,57.198
9.0,1558.967179,87.253
10.0,1466.535155,124.98
11.0,1363.717249,169.98
12.0,1254.77306,221.25
13.0,1143.113589,277.27
14.0,1031.504285,336.06
15.0,922.18747,395.35
16.0,816.958397,452.68
17.0,717.216736,505.63
18.0,624.006333,551.94
19.0,538.050388,589.7
20.0,459.785678,617.46
21.0,389.397341,634.3
22.0,326.854494,639.91
23.0,271.946212,634.57
24.0,224.317092,619.08
25.0,183.501483,594.78
26.0,148.955513,563.35
27.0,120.086199,526.75
28.0,96.277072,487.07
29.0,76.910008,446.43
30.0,61.383112,406.82
31.0,49.124729,370.06
32.0,39.603769,337.65
33.0,32.336687,310.77
34.0,26.891503,290.22
35.0,22.889328,276.42
36.0,20.003844,269.41
37.0,17.959195,268.88
38.0,16.526703,274.24
39.0,15.520788,284.62
40.0,14.794406,299.0
41.0,14.23428,316.23
42.0,13.756137,335.11
43.0,13.300099,354.43
44.0,12.826369,373.06
45.0,12.31127,389.97
46.0,11.743703,404.29
47.0,11.122024,415.29
48.0,10.451373,422.47
49.0,9.741407,425.5
50.0,9.004451,424.25
51.0,8.254004,418.77
52.0,7.503595,409.27
53.0,6.765927,396.1
54.0,6.052285,379.73
55.0,5.372168,360.7
56.0,4.733102,339.59
57.0,4.140599,317.02
58.0,3.598234,293.59
59.0,3.107803,269.89
60.0,2.669534,246.43
61.0,2.282336,223.68
62.0,1.944053,202.04
63.0,1.651721,181.82
64.0,1.401798,163.27
65.0,1.190389,146.53
66.0,1.013419,131.7
67.0,0.866795,118.81
68.0,0.746525,107.81
69.0,0.64881,98.628
70.0,0.570115,91.138
71.0,0.507208,85.187
72.0,0.457189,80.601
73.0,0.417496,77.192
74.0,0.385903,74.766
75.0,0.360511,73.127
76.0,0.339726,72.089
77.0,0.322236,71.474
78.0,0.306991,71.119
79.0,0.293166,70.881
80.0,0.280141,70.635
81.0,0.267469,70.279
82.0,0.254849,69.731
83.0,0.242103,68.933
84.0,0.229145,67.846
85.0,0.215965,66.449
86.0,0.202609,64.739
87.0,0.189157,62.725
88.0,0.175713,60.431
89.0,0.162392,57.887
90.0,0.149308,55.131
91.0,0.136573,52.204
92.0,0.124285,49.15
93.0,0.11253,46.014
94.0,0.10138,42.839
95.0,0.090891,39.666
96.0,0.081104,36.535
97.0,0.072045,33.481
98.0,0.06373,30.537
99.0,0.056159,27.732
100.0,0.049326,25.088
101.0,0.043212,22.625
102.0,0.037791,20.36
103.0,0.033031,18.301
104.0,0.028892,16.454
105.0,0.025327,14.819
106.0,0.022288,13.392
107.0,0.01972,12.162
108.0,0.01757,11.117
109.0,0.015783,10.24
110.0,0.014304,9.5124
111.0,0.013083,8.9139
112.0,0.012074,8.4239
113.0,0.011234,8.023
114.0,0.010529,7.6933
115.0,0.009928,7.4193
116.0,0.009409,7.1882
117.0,0.008955,6.9901
118.0,0.008551,6.8177
119.0,0.008188,6.6658
120.0,0.007861,6.531
121.0,0.007563,6.4103
122.0,0.007291,6.3013
123.0,0.007039,6.201
124.0,0.006802,6.1061
125.0,0.006576,6.0122
126.0,0.006354,5.9146
127.0,0.006131,5.8083
128.0,0.005902,5.6884
129.0,0.005663,5.5507
130.0,0.005411,5.3922
131.0,0.005146,5.2114
132.0,0.004869,5.0083
133.0,0.00458,4.7847
134.0,0.004285,4.544
135.0,0.003987,4.2906
136.0,0.003692,4.0301
137.0,0.003405,3.7683
138.0,0.003129,3.5109
139.0,0.00287,3.2634
140.0,0.002631,3.0302
141.0,0.002414,2.8146
142.0,0.002218,2.6186
143.0,0.002045,2.4425
144.0,0.001891,2.2853
145.0,0.001755,2.1445
146.0,0.001632,2.0163
147.0,0.001519,1.8964
148.0,0.001412,1.7802
149.0,0.001306,1.6635
150.0,0.0012,1.5433
151.0,0.001093,1.4179
152.0,0.000984,1.2878
153.0,0.000875,1.1555
154.0,0.00077,1.0253
155.0,0.000673,0.9033
156.0,0.000589,0.79598
157.0,0.000521,0.70982
158.0,0.000474,0.65008
159.0,0.000449,0.61999
160.0,0.000446,0.62007
161.0,0.000464,0.64792
162.0,0.000497,0.6983
163.0,0.00054,0.76369
164.0,0.000588,0.83518
165.0,0.000633,0.90358
166.0,0.00067,0.9605
167.0,0.000694,0.99937
168.0,0.000703,1.0161
169.0,0.000696,1.0095
170.0,0.000674,0.98095
171.0,0.00064,0.93422
172.0,0.000598,0.87453
173.0,0.000551,0.80783
174.0,0.000504,0.73993
175.0,0.000459,0.67592
176.0,0.000421,0.61977
177.0,0.000389,0.57422
178.0,0.000366,0.54092
179.0,0.000353,0.52072
179.99,0.000348,0.51395
