theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,35753000000000.0,0.99999
1.0,334450.0,0.93539
2.0,18563.0,0.83057
3.0,3888.957293,0.88065
4.0,1923.215397,1.3759
5.0,1537.244326,2.6838
6.0,1442.819913,5.2205
7.0,1405.759563,9.4169
8.0,1373.412636,15.683
9.0,1333.624464,24.373
10.0,1284.644781,35.749
11.0,1227.50917,49.959
12.0,1163.905832,67.012
13.0,1095.554916,86.769
14.0,1024.036088,108.94
15.0,950.751815,133.09
16.0,876.929698,158.67
17.0,803.63376,185.0
18.0,731.77601,211.35
19.0,662.126459,236.96
20.0,595.321811,261.05
21.0,531.873493,282.9
22.0,472.175599,301.85
23.0,416.513143,317.36
24.0,365.070821,328.99
25.0,317.942317,336.5
26.0,275.140083,339.78
27.0,236.605456,338.89
28.0,202.218919,334.06
29.0,171.810306,325.64
30.0,145.168751,314.16
31.0,122.052193,300.22
32.0,102.196281,284.5
33.0,85.322549,267.75
34.0,71.145761,250.72
35.0,59.380367,234.16
36.0,49.746038,218.77
37.0,41.97228,205.19
38.0,35.802147,193.99
39.0,30.995106,185.6
40.0,27.329099,180.35
41.0,24.601897,178.47
42.0,22.631804,180.02
43.0,21.257808,184.98
44.0,20.339269,193.17
45.0,19.755208,204.33
46.0,19.403299,218.11
47.0,19.198621,234.08
48.0,19.072245,251.74
49.0,18.96971,270.56
50.0,18.849455,289.99
51.0,18.681226,309.48
52.0,18.444524,328.5
53.0,18.127104,346.52
54.0,17.723558,363.11
55.0,17.234002,377.84
56.0,16.662875,390.38
57.0,16.017858,400.45
58.0,15.308924,407.87
59.0,14.547514,412.52
60.0,13.745833,414.33
61.0,12.916274,413.34
62.0,12.070945,409.63
63.0,11.221309,403.35
64.0,10.377906,394.68
65.0,9.550169,383.86
66.0,8.746305,371.16
67.0,7.973241,356.85
68.0,7.236616,341.25
69.0,6.54082,324.67
70.0,5.889056,307.4
71.0,5.283427,289.75
72.0,4.725048,272.01
73.0,4.214148,254.42
74.0,3.750193,237.25
75.0,3.332001,220.69
76.0,2.957853,204.95
77.0,2.625599,190.16
78.0,2.332757,176.46
79.0,2.076606,163.94
80.0,1.854261,152.66
81.0,1.662751,142.66
82.0,1.499079,133.93
83.0,1.360276,126.47
84.0,1.243448,120.22
85.0,1.145813,115.12
86.0,1.064736,111.09
87.0,0.997748,108.04
88.0,0.942569,105.85
89.0,0.897118,104.42
90.0,0.859522,103.63
91.0,0.828118,103.36
92.0,0.801449,103.49
93.0,0.778263,103.91
94.0,0.7575,104.52
95.0,0.738283,105.21
96.0,0.719903,105.89
97.0,0.701802,106.5
98.0,0.683561,106.95
99.0,0.66488,107.21
100.0,0.645561,107.21
101.0,0.625494,106.94
102.0,0.604639,106.37
103.0,0.583014,105.48
104.0,0.560682,104.27
105.0,0.537737,102.74
106.0,0.514301,100.9
107.0,0.490508,98.777
108.0,0.466503,96.379
109.0,0.442433,93.732
110.0,0.418446,90.864
111.0,0.394687,87.806
112.0,0.371291,84.588
113.0,0.348388,81.243
114.0,0.326095,77.805
115.0,0.304518,74.306
116.0,0.28375,70.781
117.0,0.263871,67.259
118.0,0.244944,63.771
119.0,0.22702,60.345
120.0,0.210131,57.004
121.0,0.194295,53.771
122.0,0.179516,50.661
123.0,0.165782,47.69
124.0,0.153068,44.866
125.0,0.141337,42.196
126.0,0.130542,39.68
127.0,0.120627,37.317
128.0,0.111531,35.102
129.0,0.103189,33.028
130.0,0.095535,31.086
131.0,0.088504,29.265
132.0,0.082033,27.555
133.0,0.076066,25.946
134.0,0.070552,24.429
135.0,0.065446,22.995
136.0,0.060714,21.64
137.0,0.056329,20.358
138.0,0.05227,19.15
139.0,0.048527,18.015
140.0,0.045094,16.957
141.0,0.041972,15.982
142.0,0.039166,15.097
143.0,0.036686,14.309
144.0,0.034541,13.629
145.0,0.032744,13.065
146.0,0.031308,12.628
147.0,0.030243,12.327
148.0,0.02956,12.172
149.0,0.029269,12.172
150.0,0.029376,12.333
151.0,0.029885,12.662
152.0,0.030799,13.166
153.0,0.032118,13.847
154.0,0.033839,14.71
155.0,0.035958,15.755
156.0,0.038466,16.982
157.0,0.041354,18.39
158.0,0.044608,19.975
159.0,0.04821,21.732
160.0,0.05214,23.652
161.0,0.056372,25.726
162.0,0.060876,27.94
163.0,0.065618,30.278
164.0,0.070556,32.722
165.0,0.075646,35.25
166.0,0.080836,37.836
167.0,0.086072,40.453
168.0,0.091294,43.072
169.0,0.096438,45.659
170.0,0.101438,48.181
171.0,0.106228,50.602
172.0,0.110738,52.888
173.0,0.114904,55.003
174.0,0.118662,56.915
175.0,0.121952,58.591
176.0,0.124723,60.004
177.0,0.126927,61.13
178.0,0.128529,61.949
179.0,0.129502,62.446
179.99,0.129827,62.613
