bin_low_MeV,bin_high_MeV,sigma_bin_mb,eta
0.0,5.0,0.0,0.0
5.0,10.0,0.0,0.0
10.0,15.0,0.0,0.0
15.0,20.0,0.0,0.0
20.0,25.0,0.0,0.0
25.0,30.0,0.0,0.0
30.0,35.0,0.0,0.0
35.0,40.0,0.0,0.0
40.0,45.0,0.0,0.0
45.0,50.0,0.0,0.0
50.0,55.0,6.104354681133427e-05,1.1192179759558441e-13
55.0,60.0,3.3546625656295835e-05,6.150688881697886e-14
60.0,65.0,3.465069388658571e-05,6.353116996473279e-14
65.0,70.0,1.3200520703484918e-05,2.4202820502845343e-14
70.0,75.0,2.3095843093233073e-05,4.2345643577516555e-14
75.0,80.0,2.1629836117110676e-05,3.9657756902739974e-14
80.0,85.0,1.6408710188457914e-05,3.008495469952279e-14
85.0,90.0,2.016576046492847e-05,3.697341126151103e-14
90.0,95.0,1.8538159273415093e-05,3.3989245684011054e-14
95.0,100.0,2.905514130550925e-06,5.327186597392327e-15
100.0,105.0,2.7924578293211697e-05,5.119900731414555e-14
105.0,110.0,1.1678641725880306e-05,2.141249392790242e-14
110.0,115.0,7.930286192601268e-06,1.4539978957424812e-14
115.0,120.0,3.092372924084725e-05,5.669787464499248e-14
120.0,125.0,5.118585588609094e-06,9.384797085834017e-15
125.0,130.0,1.7748953665806376e-05,3.254225718334152e-14
130.0,135.0,2.3239962372038328e-05,4.260988262643545e-14
135.0,140.0,6.879858229708296e-06,1.2614045881894211e-14
140.0,145.0,1.7008902563947107e-05,3.1185392224483933e-14
145.0,150.0,2.5971675235537324e-05,4.761840900093866e-14
150.0,155.0,9.11978859241988e-06,1.6720901492011902e-14
155.0,160.0,5.5337048837333655e-06,1.0145907803573207e-14
160.0,165.0,2.535163248332403e-05,4.6481576312820017e-14
165.0,170.0,2.5449488395823356e-05,4.6660992650899626e-14
170.0,175.0,5.4332023406018715e-06,9.961638935236152e-15
175.0,180.0,2.8837545973366284e-05,5.28729104414553e-14
180.0,185.0,2.9942597449177488e-05,5.489899434497906e-14
185.0,190.0,6.173571448839421e-06,1.1319086950737122e-14
190.0,195.0,1.2096954829365028e-05,2.217946041241057e-14
195.0,200.0,3.1623938322079295e-05,5.79816902677389e-14
200.0,205.0,1.732028797394455e-05,3.175630949014781e-14
205.0,210.0,1.775778214593087e-05,3.2558443978132856e-14
210.0,215.0,4.697490039395063e-05,8.61272905752634e-14
215.0,220.0,2.91612212807613e-05,5.346636092284554e-14
220.0,225.0,2.6377116877679225e-05,4.836177598695072e-14
225.0,230.0,7.33782001378074e-05,1.3453707218446037e-13
230.0,235.0,7.118171648757501e-05,1.3050987502170187e-13
235.0,240.0,2.9697238000675402e-05,5.444913400809058e-14
240.0,245.0,4.713363454368773e-05,8.641832562002074e-14
245.0,250.0,3.3271758195839744e-05,6.100292628724808e-14
250.0,255.0,9.625397923740224e-05,1.7647923400115825e-13
255.0,260.0,0.00015287353761562567,2.8028976080990327e-13
260.0,265.0,0.00025170025708185124,4.614860488847104e-13
265.0,270.0,0.000852211287677511,1.5625078199159433e-12
270.0,275.0,0.0021535626334496373,3.9485025651492885e-12
275.0,280.0,0.0025943632816051313,4.756699393478099e-12
280.0,285.0,0.0029147406608658524,5.3441032071301e-12
285.0,290.0,0.005286395675250452,9.69247263112334e-12
290.0,295.0,0.020673837301639623,3.790495727827741e-11
295.0,300.0,0.07738333806859599,1.4188039117962869e-10
300.0,305.0,0.1719820621057419,3.1532475667839303e-10
305.0,310.0,0.30892034715742966,5.663976353564667e-10
310.0,315.0,11.372741511297694,2.085163362915903e-08
315.0,320.0,545412482.4955013,0.9999999780588184
320.0,325.0,0.0,0.0
325.0,330.0,0.0,0.0
330.0,335.0,0.0,0.0
335.0,340.0,0.0,0.0
340.0,345.0,0.0,0.0
345.0,350.0,0.0,0.0
350.0,355.0,0.0,0.0
355.0,360.0,0.0,0.0
360.0,365.0,0.0,0.0
365.0,370.0,0.0,0.0
370.0,375.0,0.0,0.0
375.0,380.0,0.0,0.0
380.0,385.0,0.0,0.0
385.0,390.0,0.0,0.0
390.0,395.0,0.0,0.0
395.0,400.0,0.0,0.0
