theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,143010000000000.0,0.99999
1.0,1377300.0,0.96304
2.0,79371.0,0.88781
3.0,14618.0,0.82759
4.0,4764.834015,0.85224
5.0,2400.303302,1.0477
6.0,1670.308903,1.5109
7.0,1399.453222,2.3437
8.0,1276.862463,3.6452
9.0,1204.815256,5.5046
10.0,1149.100001,7.9943
11.0,1097.09435,11.163
12.0,1044.233038,15.03
13.0,989.153929,19.586
14.0,931.81132,24.782
15.0,872.695711,30.541
16.0,812.495245,36.752
17.0,751.943307,43.274
18.0,691.74809,49.948
19.0,632.559677,56.595
20.0,574.954914,63.031
21.0,519.431123,69.071
22.0,466.40446,74.541
23.0,416.210953,79.281
24.0,369.109234,83.158
25.0,325.284485,86.069
26.0,284.853272,87.945
27.0,247.869106,88.756
28.0,214.328522,88.515
29.0,184.177555,87.271
30.0,157.318442,85.114
31.0,133.616417,82.166
32.0,112.906445,78.579
33.0,94.999784,74.529
34.0,79.690241,70.207
35.0,66.760031,65.814
36.0,55.985156,61.551
37.0,47.140242,57.615
38.0,40.002787,54.187
39.0,34.356803,51.432
40.0,29.995839,49.488
41.0,26.7254,48.469
42.0,24.364783,48.452
43.0,22.748371,49.487
44.0,21.726428,51.585
45.0,21.165438,54.73
46.0,20.948067,58.87
47.0,20.972779,63.928
48.0,21.153188,69.802
49.0,21.417191,76.367
50.0,21.705932,83.485
51.0,21.972667,91.003
52.0,22.181545,98.763
53.0,22.306376,106.6
54.0,22.329391,114.37
55.0,22.240047,121.9
56.0,22.033876,129.05
57.0,21.711416,135.7
58.0,21.277222,141.72
59.0,20.738967,147.02
60.0,20.106643,151.52
61.0,19.391859,155.14
62.0,18.607231,157.86
63.0,17.765863,159.65
64.0,16.88092,160.5
65.0,15.965272,160.43
66.0,15.031217,159.46
67.0,14.090264,157.66
68.0,13.152974,155.06
69.0,12.228854,151.75
70.0,11.326289,147.8
71.0,10.452514,143.31
72.0,9.613611,138.36
73.0,8.814539,133.04
74.0,8.05917,127.46
75.0,7.350357,121.71
76.0,6.689999,115.89
77.0,6.079122,110.07
78.0,5.517965,104.35
79.0,5.006066,98.804
80.0,4.54235,93.495
81.0,4.12522,88.483
82.0,3.75264,83.819
83.0,3.422222,79.543
84.0,3.131299,75.684
85.0,2.877006,72.262
86.0,2.656345,69.287
87.0,2.466245,66.761
88.0,2.303626,64.675
89.0,2.165442,63.013
90.0,2.048726,61.753
91.0,1.950632,60.867
92.0,1.868459,60.319
93.0,1.799681,60.073
94.0,1.74196,60.088
95.0,1.693167,60.32
96.0,1.651382,60.726
97.0,1.614902,61.264
98.0,1.582239,61.891
99.0,1.552116,62.567
100.0,1.523457,63.253
101.0,1.495379,63.916
102.0,1.467179,64.525
103.0,1.438318,65.053
104.0,1.408406,65.478
105.0,1.377187,65.78
106.0,1.344519,65.947
107.0,1.310361,65.969
108.0,1.274752,65.84
109.0,1.237799,65.559
110.0,1.19966,65.126
111.0,1.160531,64.546
112.0,1.120631,63.826
113.0,1.080193,62.974
114.0,1.039455,62.002
115.0,0.998648,60.921
116.0,0.957994,59.742
117.0,0.917698,58.479
118.0,0.877945,57.143
119.0,0.838896,55.748
120.0,0.80069,54.303
121.0,0.763443,52.82
122.0,0.727247,51.309
123.0,0.692174,49.779
124.0,0.658276,48.237
125.0,0.625588,46.692
126.0,0.594133,45.148
127.0,0.563922,43.613
128.0,0.534956,42.092
129.0,0.507235,40.588
130.0,0.48075,39.107
131.0,0.455496,37.654
132.0,0.431465,36.233
133.0,0.408654,34.848
134.0,0.387063,33.506
135.0,0.366694,32.211
136.0,0.347556,30.969
137.0,0.329663,29.786
138.0,0.313032,28.67
139.0,0.297687,27.628
140.0,0.283653,26.667
141.0,0.27096,25.795
142.0,0.259641,25.02
143.0,0.249727,24.352
144.0,0.241251,23.797
145.0,0.234243,23.366
146.0,0.228731,23.065
147.0,0.224738,22.901
148.0,0.222282,22.883
149.0,0.221372,23.014
150.0,0.222008,23.301
151.0,0.224183,23.747
152.0,0.227877,24.353
153.0,0.233057,25.12
154.0,0.239681,26.047
155.0,0.247692,27.131
156.0,0.257018,28.367
157.0,0.267578,29.748
158.0,0.279275,31.265
159.0,0.292,32.907
160.0,0.305634,34.661
161.0,0.320046,36.514
162.0,0.335094,38.449
163.0,0.350629,40.448
164.0,0.366495,42.493
165.0,0.38253,44.563
166.0,0.398566,46.638
167.0,0.414437,48.696
168.0,0.429973,50.715
169.0,0.445007,52.673
170.0,0.459376,54.548
171.0,0.472921,56.32
172.0,0.485492,57.967
173.0,0.496947,59.471
174.0,0.507156,60.813
175.0,0.516004,61.978
176.0,0.523388,62.951
177.0,0.529222,63.72
178.0,0.533438,64.277
179.0,0.535988,64.614
179.99,0.536842,64.727
