theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,572050000000000.0,1.0
1.0,5630400.0,0.9842
2.0,339570.0,0.94958
3.0,64225.0,0.90898
4.0,19577.0,0.87539
5.0,7913.570272,0.86351
6.0,3934.535237,0.88975
7.0,2321.261338,0.97185
8.0,1580.82016,1.1282
9.0,1205.778808,1.3773
10.0,998.449035,1.7365
11.0,873.548863,2.2221
12.0,791.287614,2.8474
13.0,731.92978,3.6231
14.0,685.211479,4.5559
15.0,645.6016,5.6485
16.0,610.047011,6.8986
17.0,576.843339,8.2993
18.0,545.044145,9.8387
19.0,514.13984,11.5
20.0,483.877279,13.261
21.0,454.155356,15.098
22.0,424.962956,16.979
23.0,396.341196,18.874
24.0,368.359943,20.747
25.0,341.102947,22.564
26.0,314.658289,24.287
27.0,289.112176,25.881
28.0,264.544922,27.313
29.0,241.028354,28.552
30.0,218.624212,29.571
31.0,197.383223,30.345
32.0,177.344681,30.856
33.0,158.536376,31.094
34.0,140.974801,31.05
35.0,124.665566,30.725
36.0,109.603967,30.125
37.0,95.775674,29.264
38.0,83.157517,28.161
39.0,71.718322,26.84
40.0,61.419807,25.333
41.0,52.217488,23.675
42.0,44.061601,21.905
43.0,36.898013,20.067
44.0,30.669113,18.205
45.0,25.31468,16.365
46.0,20.772697,14.594
47.0,16.980133,12.939
48.0,13.873659,11.445
49.0,11.390311,10.154
50.0,9.468086,9.104
51.0,8.046478,8.3314
52.0,7.066946,7.8664
53.0,6.473312,7.7341
54.0,6.2121,7.9543
55.0,6.232805,8.5405
56.0,6.488112,9.5002
57.0,6.934045,10.835
58.0,7.530071,12.539
59.0,8.239149,14.602
60.0,9.027739,17.007
61.0,9.865771,19.733
62.0,10.726567,22.751
63.0,11.586749,26.03
64.0,12.426108,29.536
65.0,13.227456,33.229
66.0,13.976459,37.069
67.0,14.661456,41.012
68.0,15.273275,45.015
69.0,15.805029,49.032
70.0,16.25192,53.021
71.0,16.611042,56.936
72.0,16.881179,60.737
73.0,17.062615,64.383
74.0,17.156941,67.837
75.0,17.166883,71.065
76.0,17.096122,74.036
77.0,16.949139,76.722
78.0,16.73106,79.102
79.0,16.447512,81.156
80.0,16.104501,82.869
81.0,15.708288,84.233
82.0,15.265278,85.242
83.0,14.781933,85.895
84.0,14.264675,86.195
85.0,13.719816,86.15
86.0,13.153492,85.773
87.0,12.571602,85.078
88.0,11.979762,84.083
89.0,11.383266,82.811
90.0,10.78705,81.287
91.0,10.195673,79.535
92.0,9.613289,77.586
93.0,9.043646,75.469
94.0,8.490067,73.214
95.0,7.955459,70.854
96.0,7.442307,68.419
97.0,6.952685,65.941
98.0,6.488267,63.449
99.0,6.05034,60.973
100.0,5.639817,58.541
101.0,5.257262,56.177
102.0,4.90291,53.906
103.0,4.576685,51.749
104.0,4.278232,49.724
105.0,4.00694,47.847
106.0,3.761968,46.13
107.0,3.542272,44.583
108.0,3.346637,43.213
109.0,3.173699,42.023
110.0,3.021979,41.013
111.0,2.889906,40.182
112.0,2.775846,39.525
113.0,2.678127,39.033
114.0,2.595065,38.698
115.0,2.524984,38.508
116.0,2.466246,38.45
117.0,2.417262,38.509
118.0,2.376517,38.67
119.0,2.342588,38.918
120.0,2.314152,39.237
121.0,2.290007,39.61
122.0,2.269077,40.022
123.0,2.250424,40.461
124.0,2.233252,40.912
125.0,2.216913,41.366
126.0,2.200907,41.812
127.0,2.184883,42.244
128.0,2.168637,42.658
129.0,2.152108,43.052
130.0,2.135369,43.426
131.0,2.118623,43.785
132.0,2.10219,44.134
133.0,2.086497,44.482
134.0,2.072068,44.842
135.0,2.059506,45.227
136.0,2.049482,45.655
137.0,2.04272,46.142
138.0,2.039979,46.71
139.0,2.042039,47.38
140.0,2.049685,48.173
141.0,2.063689,49.114
142.0,2.084798,50.225
143.0,2.113715,51.529
144.0,2.15109,53.047
145.0,2.197501,54.8
146.0,2.253445,56.808
147.0,2.319326,59.086
148.0,2.395445,61.649
149.0,2.481994,64.509
150.0,2.579045,67.672
151.0,2.686549,71.144
152.0,2.804329,74.924
153.0,2.932082,79.009
154.0,3.069377,83.392
155.0,3.215654,88.059
156.0,3.370235,92.994
157.0,3.53232,98.176
158.0,3.701001,103.58
159.0,3.875265,109.18
160.0,4.054007,114.94
161.0,4.236037,120.82
162.0,4.420098,126.79
163.0,4.604871,132.8
164.0,4.788996,138.81
165.0,4.971079,144.78
166.0,5.149715,150.65
167.0,5.323496,156.38
168.0,5.49103,161.92
169.0,5.650955,167.22
170.0,5.801954,172.24
171.0,5.942768,176.93
172.0,6.072213,181.25
173.0,6.189192,185.17
174.0,6.292703,188.64
175.0,6.381858,191.63
176.0,6.455886,194.12
177.0,6.514143,196.08
178.0,6.556123,197.5
179.0,6.581458,198.35
179.99,6.589927,198.64
