theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,55864000000000.0,0.99999
1.0,517350.0,0.92603
2.0,27233.0,0.77982
3.0,4989.714042,0.72315
4.0,2174.102197,0.99548
5.0,1700.973578,1.9006
6.0,1634.407926,3.7847
7.0,1635.178601,7.0104
8.0,1632.137873,11.928
9.0,1611.481665,18.848
10.0,1573.055865,28.016
11.0,1519.788263,39.587
12.0,1454.957808,53.612
13.0,1381.522896,70.028
14.0,1302.011417,88.648
15.0,1218.55476,109.17
16.0,1132.947027,131.19
17.0,1046.6982,154.21
18.0,961.075809,177.65
19.0,877.136596,200.9
20.0,795.750948,223.32
21.0,717.622554,244.29
22.0,643.305068,263.2
23.0,573.216976,279.52
24.0,507.655388,292.79
25.0,446.809165,302.65
26.0,390.771565,308.85
27.0,339.552451,311.26
28.0,293.090039,309.87
29.0,251.2621,304.79
30.0,213.896537,296.25
31.0,180.781268,284.59
32.0,151.673327,270.23
33.0,126.307167,253.67
34.0,104.402118,235.47
35.0,85.669007,216.21
36.0,69.815958,196.5
37.0,56.553386,176.95
38.0,45.59824,158.12
39.0,36.677523,140.56
40.0,29.531159,124.73
41.0,23.914235,111.03
42.0,19.598698,99.775
43.0,16.374536,91.19
44.0,14.05051,85.402
45.0,12.454477,82.444
46.0,11.433354,82.255
47.0,10.852774,84.687
48.0,10.596469,89.514
49.0,10.565428,96.443
50.0,10.676865,105.13
51.0,10.863048,115.18
52.0,11.070007,126.18
53.0,11.25618,137.71
54.0,11.391007,149.36
55.0,11.453526,160.71
56.0,11.430983,171.39
57.0,11.317489,181.08
58.0,11.112748,189.49
59.0,10.820872,196.38
60.0,10.449299,201.58
61.0,10.007827,204.97
62.0,9.507761,206.5
63.0,8.961196,206.15
64.0,8.380409,203.98
65.0,7.777379,200.07
66.0,7.163407,194.55
67.0,6.548847,187.59
68.0,5.942916,179.36
69.0,5.35359,170.07
70.0,4.787556,159.94
71.0,4.25022,149.18
72.0,3.745757,138.0
73.0,3.277184,126.63
74.0,2.846463,115.25
75.0,2.454605,104.05
76.0,2.101789,93.204
77.0,1.787482,82.854
78.0,1.510547,73.13
79.0,1.26936,64.136
80.0,1.06191,55.954
81.0,0.885891,48.645
82.0,0.738793,42.245
83.0,0.617976,36.771
84.0,0.520738,32.221
85.0,0.444376,28.573
86.0,0.386239,25.791
87.0,0.343763,23.822
88.0,0.314516,22.605
89.0,0.296218,22.067
90.0,0.286766,22.128
91.0,0.284246,22.706
92.0,0.286943,23.714
93.0,0.293344,25.067
94.0,0.302136,26.68
95.0,0.312203,28.473
96.0,0.322611,30.37
97.0,0.332606,32.302
98.0,0.34159,34.206
99.0,0.349114,36.027
100.0,0.354855,37.718
101.0,0.358605,39.239
102.0,0.360251,40.559
103.0,0.359757,41.655
104.0,0.357156,42.507
105.0,0.352532,43.106
106.0,0.346006,43.446
107.0,0.337733,43.528
108.0,0.327886,43.354
109.0,0.316653,42.934
110.0,0.304234,42.281
111.0,0.29083,41.409
112.0,0.276645,40.336
113.0,0.26188,39.085
114.0,0.246732,37.676
115.0,0.231388,36.136
116.0,0.216029,34.488
117.0,0.20082,32.76
118.0,0.185911,30.977
119.0,0.171436,29.165
120.0,0.157511,27.347
121.0,0.144229,25.546
122.0,0.131662,23.78
123.0,0.119864,22.068
124.0,0.108866,20.423
125.0,0.098682,18.855
126.0,0.089307,17.373
127.0,0.080724,15.982
128.0,0.072904,14.685
129.0,0.065808,13.481
130.0,0.059393,12.368
131.0,0.053611,11.345
132.0,0.048412,10.407
133.0,0.043748,9.5504
134.0,0.039572,8.7694
135.0,0.035841,8.0597
136.0,0.032515,7.4169
137.0,0.029558,6.8369
138.0,0.026939,6.3163
139.0,0.024631,5.852
140.0,0.022611,5.4417
141.0,0.020859,5.0835
142.0,0.01936,4.7759
143.0,0.018096,4.5175
144.0,0.017056,4.307
145.0,0.016223,4.1427
146.0,0.015582,4.0225
147.0,0.015116,3.9432
148.0,0.014803,3.9011
149.0,0.01462,3.891
150.0,0.014541,3.907
151.0,0.014538,3.9422
152.0,0.014581,3.9891
153.0,0.014641,4.04
154.0,0.014691,4.0873
155.0,0.014707,4.1242
156.0,0.01467,4.1449
157.0,0.014564,4.1452
158.0,0.014384,4.1224
159.0,0.014128,4.0758
160.0,0.0138,4.0065
161.0,0.013411,3.9169
162.0,0.012974,3.8109
163.0,0.012505,3.693
164.0,0.012021,3.5679
165.0,0.011536,3.4405
166.0,0.011066,3.3149
167.0,0.01062,3.1945
168.0,0.010207,3.0819
169.0,0.00983,2.9786
170.0,0.009492,2.8855
171.0,0.009193,2.8025
172.0,0.00893,2.7295
173.0,0.008701,2.6657
174.0,0.008505,2.6108
175.0,0.00834,2.5644
176.0,0.008204,2.5261
177.0,0.008098,2.4961
178.0,0.008022,2.4744
179.0,0.007976,2.4613
179.99,0.00796,2.457
