theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,15890000000000.0,0.99998
1.0,140960.0,0.88705
2.0,7399.111212,0.74487
3.0,2087.378309,1.0635
4.0,1604.234039,2.5824
5.0,1583.451632,6.2202
6.0,1594.470961,12.981
7.0,1582.126672,23.846
8.0,1544.009819,39.67
9.0,1485.355176,61.078
10.0,1411.568599,88.382
11.0,1327.141246,121.53
12.0,1235.697798,160.08
13.0,1140.186355,203.18
14.0,1043.032247,249.66
15.0,946.24134,298.04
16.0,851.466588,346.63
17.0,760.051964,393.67
18.0,673.063816,437.39
19.0,591.316007,476.14
20.0,515.392579,508.51
21.0,445.669975,533.36
22.0,382.339699,549.95
23.0,325.431613,557.9
24.0,274.837677,557.28
25.0,230.335669,548.51
26.0,191.612375,532.42
27.0,158.285707,510.11
28.0,129.925276,482.92
29.0,106.071028,452.35
30.0,86.24968,419.97
31.0,69.98877,387.35
32.0,56.828289,355.96
33.0,46.329916,327.12
34.0,38.083988,301.97
35.0,31.714389,281.39
36.0,26.881576,265.99
37.0,23.283998,256.12
38.0,20.658175,251.85
39.0,18.777687,252.99
40.0,17.451329,259.13
41.0,16.52064,269.65
42.0,15.857031,283.8
43.0,15.358655,300.7
44.0,14.947188,319.4
45.0,14.564618,338.95
46.0,14.170141,358.4
47.0,13.737235,376.86
48.0,13.250947,393.53
49.0,12.705443,407.73
50.0,12.101824,418.91
51.0,11.446219,426.66
52.0,10.748154,430.71
53.0,10.019189,430.94
54.0,9.271802,427.4
55.0,8.51851,420.21
56.0,7.771195,409.64
57.0,7.040624,396.04
58.0,6.336125,379.83
59.0,5.665412,361.46
60.0,5.034514,341.44
61.0,4.447802,320.26
62.0,3.908078,298.4
63.0,3.416727,276.33
64.0,2.973885,254.47
65.0,2.578635,233.2
66.0,2.229203,212.84
67.0,1.923152,193.66
68.0,1.657557,175.87
69.0,1.42917,159.62
70.0,1.234558,145.0
71.0,1.070226,132.06
72.0,0.932707,120.81
73.0,0.818645,111.21
74.0,0.724852,103.18
75.0,0.648345,96.621
76.0,0.58638,91.417
77.0,0.536462,87.421
78.0,0.496358,84.481
79.0,0.464092,82.437
80.0,0.43794,81.127
81.0,0.416425,80.388
82.0,0.398294,80.067
83.0,0.382513,80.017
84.0,0.368243,80.104
85.0,0.354826,80.21
86.0,0.341762,80.23
87.0,0.328694,80.079
88.0,0.315384,79.69
89.0,0.301699,79.013
90.0,0.287586,78.017
91.0,0.273063,76.685
92.0,0.258193,75.017
93.0,0.243076,73.025
94.0,0.227834,70.73
95.0,0.212597,68.165
96.0,0.197501,65.365
97.0,0.182673,62.37
98.0,0.16823,59.224
99.0,0.154275,55.97
100.0,0.140896,52.649
101.0,0.128163,49.302
102.0,0.116129,45.965
103.0,0.104833,42.673
104.0,0.094299,39.456
105.0,0.084539,36.342
106.0,0.075553,33.352
107.0,0.067333,30.509
108.0,0.059861,27.826
109.0,0.053115,25.319
110.0,0.047066,22.995
111.0,0.04168,20.863
112.0,0.03692,18.925
113.0,0.032747,17.182
114.0,0.029119,15.632
115.0,0.025992,14.27
116.0,0.023321,13.089
117.0,0.021064,12.08
118.0,0.019174,11.232
119.0,0.017608,10.531
120.0,0.016326,9.9648
121.0,0.015285,9.5176
122.0,0.014449,9.1746
123.0,0.013782,8.9206
124.0,0.013254,8.7408
125.0,0.012834,8.6209
126.0,0.012498,8.5478
127.0,0.012225,8.5093
128.0,0.011996,8.4946
129.0,0.011795,8.4941
130.0,0.01161,8.4997
131.0,0.011431,8.5043
132.0,0.011249,8.502
133.0,0.011059,8.4877
134.0,0.010855,8.4572
135.0,0.010634,8.407
136.0,0.010393,8.3342
137.0,0.010129,8.2365
138.0,0.009841,8.1122
139.0,0.00953,7.9602
140.0,0.009196,7.7804
141.0,0.008839,7.5731
142.0,0.008463,7.3396
143.0,0.008069,7.0818
144.0,0.007662,6.8023
145.0,0.007245,6.5043
146.0,0.006822,6.1915
147.0,0.006398,5.8679
148.0,0.005977,5.5377
149.0,0.005563,5.2052
150.0,0.005161,4.8748
151.0,0.004774,4.5508
152.0,0.004405,4.2372
153.0,0.00406,3.9383
154.0,0.00374,3.6577
155.0,0.003448,3.3991
156.0,0.003187,3.1657
157.0,0.002958,2.9601
158.0,0.002764,2.7844
159.0,0.002603,2.64
160.0,0.002476,2.5276
161.0,0.002383,2.4471
162.0,0.002322,2.3975
163.0,0.00229,2.3772
164.0,0.002285,2.3841
165.0,0.002304,2.4156
166.0,0.002344,2.4686
167.0,0.002402,2.5401
168.0,0.002475,2.6269
169.0,0.002559,2.7256
170.0,0.002651,2.8331
171.0,0.002749,2.946
172.0,0.002848,3.0608
173.0,0.002947,3.174
174.0,0.003041,3.282
175.0,0.003128,3.3813
176.0,0.003204,3.4684
177.0,0.003267,3.5399
178.0,0.003313,3.5932
179.0,0.003342,3.6261
179.99,0.003352,3.6373
