input_file,reaction,type,method,E_lab_MeV,Q_MeV,sigma_tot_mb,products
p_d_pn_p_290.0MeV.out,p_d_pn_p,multi_body,multibody_flat,290.0,-2.224566043291999,1144026961.3287854,n;p
p_d_pn_p_295.0MeV.out,p_d_pn_p,multi_body,multibody_flat,295.0,-2.224566043291999,1105608872.0510268,n;p
p_d_pn_p_30.0MeV.out,p_d_pn_p,multi_body,multibody_flat,30.0,-2.224566043291999,106910404494.54272,n;p
p_d_pn_p_300.0MeV.out,p_d_pn_p,multi_body,multibody_flat,300.0,-2.224566043291999,1069056667.4345769,n;p
p_d_pn_p_305.0MeV.out,p_d_pn_p,multi_body,multibody_flat,305.0,-2.224566043291999,1034274661.0901511,n;p
p_d_pn_p_310.0MeV.out,p_d_pn_p,multi_body,multibody_flat,310.0,-2.224566043291999,1001167166.6227762,n;p
p_d_pn_p_315.0MeV.out,p_d_pn_p,multi_body,multibody_flat,315.0,-2.224566043291999,969638497.6071913,n;p
p_d_pn_p_320.0MeV.out,p_d_pn_p,multi_body,multibody_flat,320.0,-2.224566043291999,939592967.7214936,n;p
p_d_pn_p_325.0MeV.out,p_d_pn_p,multi_body,multibody_flat,325.0,-2.224566043291999,910887047.3487642,n;p
p_d_pn_p_330.0MeV.out,p_d_pn_p,multi_body,multibody_flat,330.0,-2.224566043291999,883520736.4856932,n;p
p_d_pn_p_335.0MeV.out,p_d_pn_p,multi_body,multibody_flat,335.0,-2.224566043291999,857350505.5466038,n;p
p_d_pn_p_340.0MeV.out,p_d_pn_p,multi_body,multibody_flat,340.0,-2.224566043291999,832280668.1406347,n;p
p_d_pn_p_345.0MeV.out,p_d_pn_p,multi_body,multibody_flat,345.0,-2.224566043291999,808359067.4612875,n;p
p_d_pn_p_35.0MeV.out,p_d_pn_p,multi_body,multibody_flat,35.0,-2.224566043291999,78544174106.36728,n;p
p_d_pn_p_350.0MeV.out,p_d_pn_p,multi_body,multibody_flat,350.0,-2.224566043291999,785394330.7301449,n;p
p_d_pn_p_355.0MeV.out,p_d_pn_p,multi_body,multibody_flat,355.0,-2.224566043291999,763434301.1369554,n;p
p_d_pn_p_360.0MeV.out,p_d_pn_p,multi_body,multibody_flat,360.0,-2.224566043291999,742383292.2948341,n;p
p_d_pn_p_365.0MeV.out,p_d_pn_p,multi_body,multibody_flat,365.0,-2.224566043291999,722193461.0040517,n;p
