theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,13966000000000.0,0.99998
1.0,118080.0,0.8454
2.0,4825.478697,0.55271
3.0,956.126257,0.55428
4.0,812.69191,1.4885
5.0,921.050661,4.1166
6.0,995.242388,9.2186
7.0,1019.533105,17.484
8.0,1006.103136,29.411
9.0,966.791887,45.232
10.0,910.426551,64.858
11.0,843.411531,87.875
12.0,770.455207,113.56
13.0,695.072135,140.93
14.0,619.900919,168.82
15.0,546.907499,195.99
16.0,477.522382,221.18
17.0,412.74064,243.23
18.0,353.200641,261.15
19.0,299.249911,274.16
20.0,251.002249,281.77
21.0,208.38795,283.75
22.0,171.197858,280.18
23.0,139.121526,271.36
24.0,111.779656,257.88
25.0,88.751057,240.47
26.0,69.594485,220.02
27.0,53.865852,197.51
28.0,41.13136,173.94
29.0,30.977165,150.31
30.0,23.016154,127.51
31.0,16.892382,106.37
32.0,12.283668,87.542
33.0,8.902741,71.52
34.0,6.497284,58.615
35.0,4.849131,48.952
36.0,3.772819,42.475
37.0,3.113644,38.968
38.0,2.745332,38.08
39.0,2.567428,39.356
40.0,2.502469,42.278
41.0,2.493027,46.298
42.0,2.498702,50.882
43.0,2.493154,55.538
44.0,2.461239,59.84
45.0,2.396361,63.452
46.0,2.298082,66.132
47.0,2.170064,67.734
48.0,2.018365,68.201
49.0,1.850105,67.552
50.0,1.672485,65.871
51.0,1.492128,63.282
52.0,1.314685,59.941
53.0,1.144667,56.018
54.0,0.985422,51.683
55.0,0.839226,47.102
56.0,0.70742,42.428
57.0,0.590582,37.798
58.0,0.488687,33.331
59.0,0.401256,29.128
60.0,0.327485,25.27
61.0,0.266341,21.82
62.0,0.216647,18.821
63.0,0.177138,16.3
64.0,0.146513,14.264
65.0,0.123469,12.705
66.0,0.106729,11.595
67.0,0.09507,10.893
68.0,0.087345,10.544
69.0,0.082503,10.484
70.0,0.079608,10.638
71.0,0.07786,10.931
72.0,0.076604,11.289
73.0,0.075336,11.644
74.0,0.07371,11.937
75.0,0.071518,12.127
76.0,0.068682,12.183
77.0,0.065224,12.093
78.0,0.061241,11.859
79.0,0.05687,11.494
80.0,0.052268,11.016
81.0,0.047584,10.451
82.0,0.042947,9.823
83.0,0.038458,9.1534
84.0,0.034186,8.4611
85.0,0.030174,7.7608
86.0,0.026445,7.0635
87.0,0.023008,6.3778
88.0,0.019864,5.7106
89.0,0.017007,5.0677
90.0,0.014432,4.4546
91.0,0.012131,3.8761
92.0,0.010093,3.3364
93.0,0.008306,2.839
94.0,0.006757,2.3868
95.0,0.005434,1.9822
96.0,0.004321,1.6273
97.0,0.003408,1.324
98.0,0.002682,1.0744
99.0,0.002131,0.87945
100.0,0.001738,0.7391
101.0,0.001487,0.6509
102.0,0.001354,0.6096
103.0,0.001311,0.60697
104.0,0.001328,0.63228
105.0,0.001377,0.67347
106.0,0.001431,0.71879
107.0,0.001471,0.75851
108.0,0.001487,0.78627
109.0,0.001475,0.79976
110.0,0.00144,0.80047
111.0,0.001392,0.79261
112.0,0.00134,0.78151
113.0,0.001293,0.77184
114.0,0.001255,0.76635
115.0,0.001225,0.76522
116.0,0.0012,0.76636
117.0,0.001175,0.76642
118.0,0.001143,0.76212
119.0,0.001105,0.75159
120.0,0.001058,0.73504
121.0,0.001009,0.71472
122.0,0.000961,0.69413
123.0,0.000919,0.67671
124.0,0.000886,0.66451
125.0,0.00086,0.65735
126.0,0.000839,0.65265
127.0,0.000816,0.64617
128.0,0.000786,0.63341
129.0,0.000746,0.61112
130.0,0.000694,0.57851
131.0,0.000635,0.53772
132.0,0.000574,0.49328
133.0,0.000516,0.45073
134.0,0.000468,0.41483
135.0,0.000431,0.38793
136.0,0.000404,0.36907
137.0,0.000383,0.35412
138.0,0.000359,0.33709
139.0,0.000328,0.31213
140.0,0.000286,0.27565
141.0,0.000234,0.22787
142.0,0.000176,0.17327
143.0,0.00012,0.11964
144.0,7.5223e-05,0.075982
145.0,4.8819e-05,0.049866
146.0,4.3635e-05,0.045056
147.0,5.7627e-05,0.060132
148.0,8.4083e-05,0.088636
149.0,0.000113,0.12077
150.0,0.000136,0.1462
151.0,0.000145,0.15711
152.0,0.000138,0.15058
153.0,0.000117,0.12955
154.0,9.1552e-05,0.10188
155.0,6.9409e-05,0.077854
156.0,5.9095e-05,0.066788
157.0,6.4843e-05,0.07382
158.0,8.5394e-05,0.097893
159.0,0.000114,0.13171
160.0,0.000141,0.16379
161.0,0.000156,0.18205
162.0,0.000151,0.17798
163.0,0.000127,0.15007
164.0,8.8633e-05,0.10523
165.0,4.8482e-05,0.057835
166.0,2.1859e-05,0.026192
167.0,2.2871e-05,0.027518
168.0,6.017e-05,0.072673
169.0,0.000134,0.16226
170.0,0.000235,0.28529
171.0,0.000345,0.42106
172.0,0.000445,0.54377
173.0,0.000513,0.62896
174.0,0.000537,0.65991
175.0,0.000514,0.63224
176.0,0.000451,0.55551
177.0,0.000366,0.45118
178.0,0.000281,0.34731
179.0,0.00022,0.27149
179.99,0.000197,0.24379
