#T9 	adopted 	low 	high                                                  
  0.008  5.84E-25  5.21E-25  6.47E-25
  0.009  1.01E-23  9.03E-24  1.12E-23
  0.010  1.18E-22  1.05E-22  1.31E-22
  0.011  1.01E-21  9.01E-22  1.12E-21
  0.012  6.74E-21  6.02E-21  7.46E-21
  0.013  3.68E-20  3.28E-20  4.07E-20
  0.014  1.70E-19  1.52E-19  1.88E-19
  0.015  6.82E-19  6.09E-19  7.55E-19
  0.016  2.43E-18  2.17E-18  2.69E-18
  0.018  2.30E-17  2.05E-17  2.55E-17
  0.020  1.59E-16  1.42E-16  1.76E-16
  0.025  7.63E-15  6.82E-15  8.45E-15
  0.030  1.45E-13  1.30E-13  1.61E-13
  0.040  1.06E-11  9.45E-12  1.17E-11
  0.050  2.21E-10  1.98E-10  2.45E-10
  0.060  2.24E-09  2.01E-09  2.47E-09
  0.070  1.42E-08  1.27E-08  1.57E-08
  0.080  6.50E-08  5.83E-08  7.17E-08
  0.090  2.36E-07  2.12E-07  2.60E-07
  0.100  7.20E-07  6.48E-07  7.92E-07
  0.110  1.97E-06  1.78E-06  2.16E-06
  0.120  5.21E-06  4.75E-06  5.66E-06
  0.130  1.41E-05  1.31E-05  1.52E-05
  0.140  4.02E-05  3.79E-05  4.25E-05
  0.150  1.14E-04  1.09E-04  1.20E-04
  0.160  3.11E-04  3.00E-04  3.23E-04
  0.180  1.83E-03  1.77E-03  1.88E-03
  0.200  7.85E-03  7.65E-03  8.05E-03
  0.250  1.09E-01  1.06E-01  1.11E-01
  0.300  6.05E-01  5.91E-01  6.19E-01
  0.350  2.00E+00  1.95E+00  2.04E+00
  0.400  4.77E+00  4.66E+00  4.88E+00
  0.450  9.20E+00  8.99E+00  9.41E+00
  0.500  1.53E+01  1.50E+01  1.57E+01
  0.600  3.18E+01  3.11E+01  3.25E+01
  0.700  5.18E+01  5.06E+01  5.31E+01
  0.800  7.31E+01  7.13E+01  7.48E+01
  0.900  9.39E+01  9.15E+01  9.62E+01
  1.000  1.14E+02  1.10E+02  1.16E+02
  1.250  1.58E+02  1.53E+02  1.62E+02
  1.500  2.00E+02  1.92E+02  2.07E+02
  1.750  2.50E+02  2.37E+02  2.59E+02
  2.000  3.11E+02  2.92E+02  3.24E+02
  2.500  4.81E+02  4.42E+02  5.05E+02
  3.000  7.21E+02  6.53E+02  7.61E+02
  3.500  1.03E+03  9.26E+02  1.09E+03
  4.000  1.40E+03  1.26E+03  1.49E+03
  5.000  2.31E+03  2.06E+03  2.48E+03
  6.000  3.37E+03  3.01E+03  3.64E+03
  7.000  4.52E+03  4.03E+03  4.91E+03
  8.000  5.69E+03  5.07E+03  6.22E+03
  9.000  6.84E+03  6.08E+03  7.50E+03
 10.000  7.93E+03  7.03E+03  8.71E+03
