#T9 	adopted 	low 	high                                                  
  0.008  1.48E-24  1.15E-24  1.86E-24
  0.009  2.56E-23  2.00E-23  3.22E-23
  0.010  2.98E-22  2.33E-22  3.76E-22
  0.011  2.55E-21  1.99E-21  3.22E-21
  0.012  1.71E-20  1.33E-20  2.15E-20
  0.013  9.34E-20  7.28E-20  1.18E-19
  0.014  4.32E-19  3.37E-19  5.44E-19
  0.015  1.74E-18  1.36E-18  2.19E-18
  0.016  6.20E-18  4.84E-18  7.81E-18
  0.018  5.89E-17  4.60E-17  7.42E-17
  0.020  4.10E-16  3.19E-16  5.16E-16
  0.025  1.99E-14  1.55E-14  2.50E-14
  0.030  3.84E-13  2.99E-13  4.83E-13
  0.040  2.86E-11  2.23E-11  3.60E-11
  0.050  6.14E-10  4.78E-10  7.73E-10
  0.060  6.37E-09  4.96E-09  8.01E-09
  0.070  4.13E-08  3.21E-08  5.19E-08
  0.080  1.93E-07  1.50E-07  2.43E-07
  0.090  7.13E-07  5.55E-07  8.97E-07
  0.100  2.20E-06  1.71E-06  2.77E-06
  0.110  5.90E-06  4.59E-06  7.42E-06
  0.120  1.41E-05  1.10E-05  1.78E-05
  0.130  3.10E-05  2.41E-05  3.90E-05
  0.140  6.30E-05  4.90E-05  7.93E-05
  0.150  1.20E-04  9.34E-05  1.51E-04
  0.160  2.17E-04  1.69E-04  2.74E-04
  0.180  6.25E-04  4.85E-04  7.86E-04
  0.200  1.56E-03  1.21E-03  1.97E-03
  0.250  1.03E-02  7.96E-03  1.29E-02
  0.300  4.88E-02  3.74E-02  6.14E-02
  0.350  2.03E-01  1.54E-01  2.56E-01
  0.400  7.71E-01  5.80E-01  9.71E-01
  0.450  2.53E+00  1.89E+00  3.18E+00
  0.500  6.99E+00  5.23E+00  8.80E+00
  0.600  3.42E+01  2.57E+01  4.31E+01
  0.700  1.08E+02  8.14E+01  1.36E+02
  0.800  2.53E+02  1.92E+02  3.19E+02
  0.900  4.85E+02  3.69E+02  6.11E+02
  1.000  8.07E+02  6.16E+02  1.02E+03
  1.250  1.94E+03  1.49E+03  2.44E+03
  1.500  3.33E+03  2.56E+03  4.19E+03
  1.750  4.74E+03  3.67E+03  5.97E+03
  2.000  6.03E+03  4.68E+03  7.60E+03
  2.500  8.05E+03  6.26E+03  1.01E+04
  3.000  9.31E+03  7.25E+03  1.17E+04
  3.500  1.00E+04  7.80E+03  1.26E+04
  4.000  1.03E+04  8.05E+03  1.30E+04
  5.000  1.03E+04  8.07E+03  1.30E+04
  6.000  1.00E+04  7.85E+03  1.26E+04
  7.000  9.74E+03  7.66E+03  1.22E+04
  8.000  9.62E+03  7.58E+03  1.20E+04
  9.000  9.67E+03  7.62E+03  1.20E+04
 10.000  9.85E+03  7.78E+03  1.22E+04
