#T9 	adopted 	low 	high                                                  
  0.007  2.34E-22  2.00E-22  2.68E-22
  0.008  4.86E-21  4.15E-21  5.57E-21
  0.009  6.32E-20  5.39E-20  7.24E-20
  0.010  5.76E-19  4.92E-19  6.60E-19
  0.011  3.98E-18  3.40E-18  4.57E-18
  0.012  2.20E-17  1.88E-17  2.52E-17
  0.013  1.02E-16  8.67E-17  1.16E-16
  0.014  4.02E-16  3.44E-16  4.61E-16
  0.015  1.41E-15  1.20E-15  1.61E-15
  0.016  4.41E-15  3.76E-15  5.05E-15
  0.018  3.32E-14  2.84E-14  3.81E-14
  0.020  1.89E-13  1.62E-13  2.17E-13
  0.025  6.17E-12  5.27E-12  7.07E-12
  0.030  8.77E-11  7.50E-11  1.01E-10
  0.040  4.18E-09  3.57E-09  4.79E-09
  0.050  6.49E-08  5.55E-08  7.44E-08
  0.060  5.25E-07  4.49E-07  6.01E-07
  0.070  2.78E-06  2.38E-06  3.19E-06
  0.080  1.10E-05  9.42E-06  1.26E-05
  0.090  3.52E-05  3.01E-05  4.04E-05
  0.100  9.60E-05  8.20E-05  1.10E-04
  0.110  2.31E-04  1.97E-04  2.64E-04
  0.120  5.01E-04  4.28E-04  5.74E-04
  0.130  1.00E-03  8.58E-04  1.15E-03
  0.140  1.88E-03  1.61E-03  2.15E-03
  0.150  3.33E-03  2.84E-03  3.81E-03
  0.160  5.61E-03  4.80E-03  6.43E-03
  0.180  1.42E-02  1.21E-02  1.63E-02
  0.200  3.18E-02  2.71E-02  3.64E-02
  0.250  1.63E-01  1.40E-01  1.87E-01
  0.300  6.10E-01  5.21E-01  6.99E-01
  0.350  1.98E+00  1.69E+00  2.26E+00
  0.400  5.97E+00  5.09E+00  6.86E+00
  0.450  1.66E+01  1.41E+01  1.91E+01
  0.500  4.14E+01  3.52E+01  4.76E+01
  0.600  1.80E+02  1.53E+02  2.07E+02
  0.700  5.32E+02  4.52E+02  6.13E+02
  0.800  1.20E+03  1.02E+03  1.38E+03
  0.900  2.24E+03  1.90E+03  2.59E+03
  1.000  3.66E+03  3.11E+03  4.22E+03
  1.250  8.53E+03  7.24E+03  9.83E+03
  1.500  1.44E+04  1.22E+04  1.66E+04
  1.750  2.04E+04  1.73E+04  2.35E+04
  2.000  2.58E+04  2.19E+04  2.98E+04
  2.500  3.46E+04  2.94E+04  3.98E+04
  3.000  4.06E+04  3.45E+04  4.67E+04
  3.500  4.46E+04  3.80E+04  5.13E+04
  4.000  4.74E+04  4.03E+04  5.45E+04
  5.000  5.10E+04  4.34E+04  5.85E+04
  6.000  5.35E+04  4.56E+04  6.13E+04
  7.000  5.55E+04  4.73E+04  6.36E+04
  8.000  5.71E+04  4.87E+04  6.55E+04
  9.000  5.84E+04  4.97E+04  6.70E+04
 10.000  5.93E+04  5.05E+04  6.80E+04
