theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,24828000000000.0,0.99999
1.0,227380.0,0.91575
2.0,12324.0,0.79404
3.0,2888.638457,0.94195
4.0,1766.266264,1.8197
5.0,1592.564273,4.0038
6.0,1561.315824,8.1349
7.0,1540.127465,14.856
8.0,1505.306038,24.753
9.0,1454.869223,38.287
10.0,1391.315339,55.753
11.0,1317.758964,77.23
12.0,1237.066816,102.56
13.0,1151.715389,131.35
14.0,1063.814099,162.97
15.0,975.153801,196.57
16.0,887.248543,231.17
17.0,801.36661,265.64
18.0,718.553447,298.85
19.0,639.649697,329.64
20.0,565.306864,356.96
21.0,496.002222,379.9
22.0,432.0539,397.73
23.0,373.636556,409.95
24.0,320.797668,416.3
25.0,273.474312,416.79
26.0,231.510098,411.7
27.0,194.67195,401.52
28.0,162.666345,386.95
29.0,135.154697,368.88
30.0,111.767608,348.3
31.0,92.117755,326.29
32.0,75.811267,303.91
33.0,62.457512,282.23
34.0,51.677248,262.24
35.0,43.109193,244.79
36.0,36.415064,230.61
37.0,31.283214,220.23
38.0,27.430977,214.03
39.0,24.605901,212.17
40.0,22.586003,214.64
41.0,21.17922,221.24
42.0,20.222205,231.63
43.0,19.578628,245.33
44.0,19.137094,261.72
45.0,18.808823,280.14
46.0,18.525191,299.87
47.0,18.235213,320.16
48.0,17.90306,340.28
49.0,17.505659,359.54
50.0,17.030438,377.29
51.0,16.47323,392.98
52.0,15.836387,406.15
53.0,15.127094,416.41
54.0,14.355908,423.52
55.0,13.535512,427.32
56.0,12.679673,427.76
57.0,11.802401,424.89
58.0,10.917298,418.85
59.0,10.037054,409.85
60.0,9.173103,398.16
61.0,8.3354,384.11
62.0,7.532296,368.08
63.0,6.770508,350.45
64.0,6.055149,331.61
65.0,5.389816,311.96
66.0,4.776708,291.89
67.0,4.21677,271.77
68.0,3.709855,251.92
69.0,3.254884,232.65
70.0,2.850009,214.22
71.0,2.492768,196.86
72.0,2.18023,180.73
73.0,1.909131,165.98
74.0,1.675987,152.68
75.0,1.477204,140.89
76.0,1.309168,130.62
77.0,1.168319,121.85
78.0,1.051216,114.51
79.0,0.954589,108.52
80.0,0.875377,103.78
81.0,0.810756,100.17
82.0,0.758159,97.542
83.0,0.715287,95.763
84.0,0.68011,94.685
85.0,0.650863,94.163
86.0,0.626041,94.058
87.0,0.604378,94.236
88.0,0.584834,94.575
89.0,0.566576,94.965
90.0,0.548953,95.309
91.0,0.531476,95.524
92.0,0.513797,95.54
93.0,0.495683,95.304
94.0,0.477004,94.774
95.0,0.457705,93.922
96.0,0.437797,92.731
97.0,0.417339,91.195
98.0,0.396426,89.318
99.0,0.375177,87.112
100.0,0.35373,84.595
101.0,0.332231,81.794
102.0,0.310827,78.739
103.0,0.289667,75.463
104.0,0.268892,72.006
105.0,0.248637,68.405
106.0,0.229022,64.704
107.0,0.210158,60.942
108.0,0.192139,57.162
109.0,0.175047,53.402
110.0,0.158943,49.7
111.0,0.143875,46.091
112.0,0.129874,42.607
113.0,0.116956,39.274
114.0,0.105119,36.117
115.0,0.094351,33.153
116.0,0.084625,30.398
117.0,0.075903,27.86
118.0,0.068139,25.546
119.0,0.061278,23.455
120.0,0.055261,21.587
121.0,0.050025,19.936
122.0,0.045504,18.492
123.0,0.041631,17.245
124.0,0.038342,16.183
125.0,0.03557,15.292
126.0,0.033255,14.556
127.0,0.031337,13.96
128.0,0.02976,13.488
129.0,0.028472,13.123
130.0,0.027422,12.849
131.0,0.026567,12.65
132.0,0.025865,12.511
133.0,0.025278,12.416
134.0,0.024773,12.352
135.0,0.024319,12.304
136.0,0.023891,12.262
137.0,0.023467,12.213
138.0,0.02303,12.15
139.0,0.022566,12.063
140.0,0.022067,11.949
141.0,0.021526,11.803
142.0,0.020942,11.624
143.0,0.020318,11.412
144.0,0.019658,11.169
145.0,0.018973,10.901
146.0,0.018272,10.613
147.0,0.017567,10.311
148.0,0.016874,10.006
149.0,0.016207,9.7052
150.0,0.01558,9.4191
151.0,0.015009,9.1573
152.0,0.014506,8.9291
153.0,0.014083,8.7435
154.0,0.013752,8.6082
155.0,0.01352,8.5301
156.0,0.013393,8.5147
157.0,0.013376,8.5658
158.0,0.01347,8.6858
159.0,0.013673,8.8756
160.0,0.013983,9.1342
161.0,0.014394,9.4593
162.0,0.014899,9.847
163.0,0.015489,10.292
164.0,0.016153,10.788
165.0,0.01688,11.327
166.0,0.017655,11.9
167.0,0.018466,12.498
168.0,0.019297,13.11
169.0,0.020134,13.727
170.0,0.020961,14.337
171.0,0.021764,14.929
172.0,0.022527,15.493
173.0,0.023237,16.018
174.0,0.023881,16.494
175.0,0.024447,16.914
176.0,0.024925,17.268
177.0,0.025307,17.551
178.0,0.025584,17.757
179.0,0.025752,17.882
179.99,0.025809,17.924
